AccSpeciesName,Leaf area,Leaf carbon (C) content per leaf dry mass,Leaf nitrogen (N) content per leaf dry mass,Plant height vegetative.cm,Root carbon (C) content per root dry mass,Root nitrogen (N) content per root dry mass,Seed dry mass,Specific leaf area,Leaf thickness,Root rooting depth,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Root diameter,"Fine root length per fine root dry mass (specific fine root length, SRL)",Coarse root nitrogen (N) content per coarse root dry mass,Fine root carbon (C) content per fine root dry mass,Fine root nitrogen (N) content per fine root dry mass
Liatris aspera,276.6349233,445.1498,12.33641253,1.2,NA,NA,1.925,17.00092904,NA,NA,0.219711357,NA,NA,NA,NA,NA
Liatris ligulistylis,NA,NA,NA,NA,NA,NA,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liatris punctata,NA,NA,NA,0.6096,NA,NA,12.93962196,9.8333502,NA,0.3556,NA,NA,NA,NA,NA,NA
Liatris squarrosa,NA,NA,22.06384,0.4548,NA,NA,2.432125,16.33650548,NA,NA,0.430819116,NA,NA,NA,NA,NA
Ligusticum mutellina,2655.936667,NA,NA,0.28,NA,NA,NA,24.9616,NA,NA,0.15882,NA,NA,NA,NA,NA
Linum bienne,NA,NA,NA,0.375,NA,NA,1.45525,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linum catharticum,24.138,NA,20.2751018,0.184833333,NA,NA,0.149398476,29.89038332,0.13575,NA,0.21,NA,NA,NA,NA,NA
Linum medium,NA,NA,NA,0.328,NA,NA,NA,22.57688088,NA,NA,0.891024226,NA,NA,NA,NA,NA
Linum perenne,28.33333333,NA,NA,0.466666667,NA,NA,1.93335,26.23333333,NA,NA,0.197,NA,NA,NA,NA,NA
Linum rigidum,NA,NA,NA,NA,NA,NA,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linum suffruticosum,NA,NA,19.9,0.4,NA,NA,0.593007576,13.83721065,0.350666667,NA,NA,NA,NA,NA,NA,NA
Linum sulcatum,NA,NA,NA,NA,NA,NA,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liriodendron tulipifera,NA,NA,25.35214926,46.30266667,NA,NA,48.91049883,28.13,NA,0.8128,NA,NA,NA,NA,NA,NA
Lithospermum canescens,306.5789294,407.1918,18.9752,NA,NA,NA,2.817,14.43083537,NA,NA,NA,NA,NA,NA,NA,NA
Lithospermum incisum,NA,NA,NA,NA,NA,NA,8.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
Loeseliastrum schottii,NA,NA,NA,NA,NA,NA,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lolium perenne,442.22211,398.0666667,30.02715126,0.543259416,417.5,9.7,1.914065261,29.22569151,0.129166667,0.254,0.202431764,0.1,NA,NA,NA,NA
Lomandra juncea,NA,NA,NA,NA,NA,NA,7.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lomatium nudicaule,NA,NA,NA,NA,NA,NA,16.08116667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lomatium utriculatum,NA,NA,NA,NA,NA,NA,4.71875,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lotus corniculatus,132,467.0591111,32.37274407,0.357339206,NA,21.21401,1.2253612,21.71513633,0.194875,0.3556,0.194615174,NA,NA,NA,NA,NA
Lotus glaber,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lupinus argenteus,NA,NA,NA,0.4572,NA,NA,14.13721647,NA,NA,0.1524,NA,NA,NA,NA,NA,NA
Lupinus sparsiflorus,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luzula campestris,73,NA,NA,0.205,NA,NA,0.632828444,23.94844812,0.222,NA,0.237988,NA,NA,NA,NA,NA
Luzula chilensis,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA
Luzula multiflora,346,488.6164454,25.54618746,0.2110425,NA,NA,0.95958,25.53913437,0.1539,NA,0.233037887,NA,NA,NA,NA,NA
Luzula pilosa,664,NA,16.9625,0.225,NA,NA,0.958433333,25.5,NA,NA,0.228,NA,NA,NA,NA,NA
Luzula spicata,26.9212,452.8908592,22.59228887,0.24812,NA,NA,0.286666667,13.42568753,0.2775,0.254,0.279804537,NA,NA,NA,NA,NA
Lycium pallidum,NA,NA,26.13809524,2.1336,NA,NA,139.3048551,NA,NA,0.3048,NA,NA,NA,NA,NA,NA
Lysimachia nummularia,273.288,NA,17.1,0.5,NA,NA,0.240333333,30.86299914,NA,NA,0.223064286,NA,NA,NA,NA,NA
Lythrum hyssopifolia,12.61,NA,NA,0.305833333,NA,NA,0.325214706,24.09,NA,NA,0.218206667,NA,NA,NA,NA,NA
Maireana carnosa,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maireana pyramidata,3.3527,NA,NA,1.24,NA,NA,2.5775,3.695186729,NA,NA,NA,NA,NA,NA,NA,NA
Maireana sedifolia,5.3484,NA,NA,1.3,NA,NA,NA,4.952222222,NA,NA,NA,NA,NA,NA,NA,NA
Malacothrix glabrata,NA,NA,NA,NA,NA,NA,0.2545,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marsdenia australis,467,NA,NA,NA,NA,NA,11.93666667,5.8,NA,NA,NA,NA,NA,NA,NA,NA
Medicago lupulina,487.87,474.8,35.8,0.423544589,NA,NA,1.526346725,28.72948161,0.135,0.3048,0.21766561,NA,NA,NA,NA,NA
Medicago minima,20,NA,NA,0.1701,NA,NA,1.075447619,24.66638889,0.1427,NA,0.2505,NA,NA,NA,NA,NA
Melica subulata,NA,NA,NA,1.00584,NA,NA,2.298977415,NA,NA,0.3048,NA,NA,NA,NA,NA,NA
Melicytus dentatus,108.5804,NA,NA,3,NA,NA,11.57,25.06241344,NA,NA,NA,NA,NA,NA,NA,NA
Mentzelia aspera,NA,NA,NA,NA,NA,NA,7.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microseris lanceolata,NA,NA,NA,NA,NA,NA,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minuartia glomerata,NA,NA,NA,NA,NA,NA,0.0663,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molinia caerulea,1037.975,474.1266667,19.7245873,0.699125,NA,NA,0.704873333,17.87260174,NA,NA,0.3747825,NA,NA,NA,NA,NA
Monarda fistulosa,NA,NA,11.29051118,1.082951111,NA,NA,0.355304139,26.21085308,NA,0.1016,0.251001626,NA,NA,NA,NA,NA
Monarda punctata,NA,NA,13.2,0.4265,NA,NA,0.28175,18.95202815,NA,NA,0.221078256,NA,NA,NA,NA,NA
Monoptilon bellioides,NA,NA,NA,NA,NA,NA,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morella cerifera,NA,NA,NA,5.823692308,NA,NA,6.886299804,16.30496347,NA,0.508,NA,NA,NA,NA,NA,NA
Muhlenbergia racemosa,557.2604167,433.8925,31.043,0.9144,NA,NA,0.281653328,35.43225114,NA,0.2032,NA,NA,NA,NA,NA,NA
Muhlenbergia richardsonis,NA,NA,NA,0.1524,NA,NA,0.301932367,NA,NA,0.1524,NA,NA,NA,NA,NA,NA
Myosotis stricta,36.88333333,NA,NA,0.136666667,NA,NA,0.2314575,21.00716667,NA,NA,0.180273333,NA,NA,NA,NA,NA
Nama aretioides,NA,NA,NA,NA,NA,NA,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narthecium ossifragum,1087,NA,24.7,0.2325,NA,NA,0.089244848,24.15,NA,NA,0.159,NA,NA,NA,NA,NA
Nassauvia darwinii,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA
Nassella longiglumis,NA,NA,35.04,NA,NA,NA,8.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nassella neesiana,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nassella trichotoma,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nassella viridula,NA,NA,NA,0.6096,NA,NA,2.729464869,NA,NA,0.3556,NA,NA,NA,NA,NA,NA
Neottia ovata,3612.756,NA,NA,0.32,NA,NA,NA,30.18571429,NA,NA,0.11642,NA,NA,NA,NA,NA
Nothocalais troximoides,NA,NA,NA,NA,NA,NA,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noticastrum sericeum,NA,NA,30.175,NA,NA,NA,NA,36.99,NA,NA,NA,NA,NA,NA,NA,NA
Oldenlandia pterospora,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opuntia phaeacantha,NA,NA,NA,NA,NA,NA,20.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opuntia polyacantha,NA,NA,NA,0.6096,NA,NA,10.38171914,NA,NA,0.3048,NA,NA,NA,NA,NA,NA
Oreochloa disticha,NA,NA,NA,0.115,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA
Orthocarpus tolmiei,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxalis acetosella,806,460.3514279,28.21760537,0.104166667,NA,5.86667,1.149666667,64.32508321,0.116833333,NA,0.130571501,NA,NA,NA,NA,NA
Oxalis conorrhiza,NA,NA,NA,0.1176,NA,NA,NA,42.67,NA,NA,NA,NA,NA,NA,NA,NA
Oxalis dillenii,NA,NA,NA,0.188478161,NA,NA,0.220520833,41.82566697,0.08,NA,0.172479399,NA,NA,NA,NA,NA
Oxalis stricta,NA,NA,NA,0.4,NA,NA,0.191666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxytheca perfoliata,NA,NA,NA,NA,NA,NA,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA
Packera cana,NA,NA,NA,0.4572,NA,NA,0.618610306,NA,NA,0.3048,NA,NA,NA,NA,NA,NA
Panicum acuminatum,259.2476635,452.1332424,17.50836364,0.238666667,NA,NA,0.307772727,21.67056595,NA,NA,NA,NA,NA,NA,NA,NA
Panicum capillare,NA,414.7604904,17.0314031,0.43545,NA,NA,0.288157576,27.43942379,NA,NA,0.306322317,NA,NA,NA,NA,NA
Panicum commutatum,NA,NA,NA,1.49352,NA,NA,2.156659765,NA,NA,0.1016,NA,NA,NA,NA,NA,NA
Panicum hirticaule,NA,NA,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panicum oligosanthes,277.6981102,447.4081176,17.37461517,0.279833334,NA,NA,1.25025,22.63325572,NA,NA,0.286107543,NA,NA,NA,NA,NA
Panicum sabulorum,NA,NA,NA,0.258884374,NA,NA,NA,NA,0.112804878,NA,NA,NA,NA,NA,NA,NA
Panicum virgatum,824.8292916,449.258375,13.38217228,1.023,461.1,7.8,1.295431597,20.56849485,0.14,0.3048,0.586487741,0.2,NA,NA,NA,NA
Pappophorum caespitosum,NA,NA,20.7,NA,NA,NA,NA,10.705,NA,NA,NA,NA,NA,NA,NA,NA
Pappophorum krapovickasii,NA,NA,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pappophorum mucronulatum,NA,NA,NA,NA,NA,NA,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pappostipa speciosa,NA,NA,NA,0.6096,NA,NA,3.624294149,4.202740187,0.42,0.254,NA,NA,NA,NA,NA,NA
Parthenium integrifolium,NA,NA,NA,NA,NA,NA,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paspalidium clementii,NA,NA,NA,NA,NA,NA,0.6065,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paspalum dilatatum,NA,NA,NA,0.4722,NA,NA,1.513530762,NA,NA,0.1524,NA,NA,NA,NA,NA,NA
Paspalum quadrifarium,NA,NA,10,NA,NA,NA,NA,2.825,NA,NA,NA,NA,NA,NA,NA,NA
Paspalum setaceum,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paspalum vaginatum,NA,NA,NA,0.03048,NA,NA,1.09660666,NA,NA,0.1524,NA,NA,NA,NA,NA,NA
Pectocarya platycarpa,NA,NA,NA,NA,NA,NA,0.539,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pectocarya recurvata,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pedicularis sylvatica,12,NA,NA,0.161666667,NA,NA,0.97425,11.55,NA,NA,0.162,NA,NA,NA,NA,NA
Penstemon albidus,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penstemon gracilis,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pentanisia angustifolia,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perezia recurvata,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA
Perideridia oregana,NA,NA,NA,NA,NA,NA,1.9895,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phalaris arundinacea,3366,440.7868865,27.64461715,1.564054762,NA,NA,0.701935479,21.45431499,NA,0.3556,0.501684075,NA,6690.374665,NA,NA,NA
Phebalium squamulosum,65.4907,NA,NA,1.375,NA,NA,1.143,4.958314675,NA,NA,NA,NA,NA,NA,NA,NA
Phleum alpinum,220.316,480.1262042,24.71901341,0.19724,NA,NA,0.367538286,20.58967646,0.17075,0.254,0.358009591,NA,NA,NA,NA,NA
Phleum pratense,336.625,456.3247103,18.59699785,0.844195238,414.4333333,9.9,0.395387807,23.72403526,0.088333333,0.254,0.302557054,0.133333333,NA,NA,NA,NA
Phlox hoodii,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phragmites australis,6640.425,410.4,25.29984195,2.600709333,NA,13.1,0.55175,13.81737428,0.217777778,0.508,0.41146125,NA,NA,NA,NA,NA
Phyla nodiflora,NA,NA,NA,0.06096,NA,NA,0.417,NA,NA,0.1524,NA,NA,NA,NA,NA,NA
Physaria gordonii,NA,NA,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyteuma hemisphaericum,NA,NA,NA,0.1,NA,NA,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA
Picea abies,22.2,520.7541946,13.01773524,32.57365602,449.705,8.231665,8.246697464,5.074959129,0.714389554,0.7112,NA,NA,NA,0.95,NA,9.45
Picris hieracioides,1275.934545,432,24.26606649,0.6522,NA,NA,0.935321429,23.72696535,NA,NA,0.175369615,NA,NA,NA,NA,NA
Pilosella aurantiaca,1815.125,NA,NA,0.358333333,NA,NA,0.138166667,29.759314,NA,NA,0.161900947,NA,NA,NA,NA,NA
Pilosella piloselloides,589.85,NA,NA,0.455,NA,NA,0.72,27.17333333,NA,NA,0.208311667,NA,NA,NA,NA,NA
Pimpinella saxifraga,2609.5,437.8666667,21.22166667,0.445,NA,NA,1.235127778,21.46439541,NA,NA,0.2855,NA,NA,NA,NA,NA
Pinus halepensis,NA,523.5369973,13.51749374,20.83333333,NA,NA,21.02131667,8.860462216,0.5947,NA,NA,NA,NA,NA,NA,NA
Pinus palustris,NA,NA,10.6,23.39466667,NA,NA,100.6199908,4.492397729,NA,1.016,NA,NA,NA,NA,NA,NA
Piptochaetium napostaense,NA,NA,NA,NA,NA,NA,6.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plagiobothrys arizonicus,NA,NA,NA,NA,NA,NA,1.8235,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantago euryphylla,NA,382.18435,45.18531954,NA,374.3149917,39.26273667,NA,15.9845175,NA,NA,0.170101217,NA,NA,NA,NA,NA
Plantago lanceolata,2567,413.4820201,25.25243188,0.320146825,360.1703583,23.59846931,1.601957942,20.34642969,0.280583333,NA,0.145895971,NA,NA,NA,NA,NA
Plantago media,4827.666667,423.42,21.618,0.343555556,NA,NA,0.341608333,19.41312728,NA,NA,0.145333333,NA,NA,NA,NA,NA
Plantago ovata,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantago patagonica,NA,NA,16.75319,0.1524,NA,NA,0.541610306,7.068,NA,0.1524,NA,NA,NA,NA,NA,NA
Plantago rhodosperma,NA,NA,NA,NA,NA,NA,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantago virginica,NA,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poa alpina,125.84,NA,NA,0.298831111,NA,NA,0.387766976,21.51150438,0.1825,0.254,0.276270112,NA,NA,NA,NA,NA
Poa angustifolia,429.5,NA,12.95,0.48,NA,NA,0.176752962,20.11666667,NA,NA,0.4245,NA,NA,NA,NA,NA
Poa bulbosa,16.19333333,435.83,17.70666667,0.3224,NA,NA,0.959475828,21.09,NA,0.2032,0.213673333,NA,NA,NA,NA,NA
Poa compressa,170,NA,NA,0.44515,NA,NA,0.204594795,18.48558443,NA,0.254,0.338475742,NA,NA,NA,NA,NA
Poa cusickii,NA,NA,NA,NA,NA,NA,0.54,NA,0.125,NA,NA,NA,NA,NA,NA,NA
Poa hiemata,NA,NA,NA,NA,NA,NA,0.378,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poa hothamensis,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poa ligularis,NA,NA,NA,1.2,NA,NA,0.415,6.944926731,0.4825,NA,NA,NA,NA,NA,NA,NA
Poa pratensis,713.4146424,436.9772675,23.54782855,0.45040671,NA,8.686666667,0.281529245,21.52142033,0.17685,0.254,0.271785764,NA,NA,NA,NA,NA
Poa secunda,NA,NA,NA,0.42672,NA,NA,0.494194796,NA,0.114,0.254,NA,NA,NA,NA,NA,NA
Poa trivialis,156.5,405.3998725,34.02187304,0.640983219,389.4304167,31.34075583,0.184374264,38.18960088,0.10375,0.3048,0.315808801,NA,NA,NA,NA,NA
Polygala alba,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polygala rupestris,NA,NA,10.58,NA,NA,NA,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polygala vulgaris,53.22625,NA,NA,0.172916667,NA,NA,1.780202667,19.02952398,NA,NA,0.253637847,NA,NA,NA,NA,NA
Polypogon elongatus,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polytrichum commune,NA,542.994842,10.81008333,0.02,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA
Populus balsamifera,NA,NA,19.51392074,23.60516667,NA,NA,0.24,10.68931571,NA,0.881,NA,NA,NA,NA,NA,NA
Potentilla anserina,6262.75,462.095,26.20897891,0.277222222,NA,NA,0.846933333,17.47534074,0.261,NA,0.221989,NA,NA,NA,NA,NA
Potentilla aurea,1033.466667,460.64,30.417,0.0915,NA,NA,NA,22.13904012,NA,NA,0.248973333,NA,NA,NA,NA,NA
Potentilla erecta,148.5,447.1034495,25.74581524,0.203633333,NA,NA,0.46144375,22.4188617,0.151666667,NA,0.26999508,NA,NA,NA,NA,NA
Potentilla grandiflora,NA,NA,NA,NA,NA,NA,0.166,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potentilla reptans,2176.5,414.5742644,24.6133503,0.274083333,NA,NA,0.282122222,23.567332,NA,NA,0.240411,NA,1029.85364,NA,NA,NA
Primula glutinosa,NA,NA,NA,NA,NA,NA,NA,13.58757528,NA,NA,NA,NA,NA,NA,NA,NA
Primula veris,4080.666667,NA,NA,0.206597778,NA,NA,0.867926667,23.12304233,0.12976,NA,0.214666667,NA,NA,NA,NA,NA
Prosopis glandulosa,NA,NA,29.56111,NA,NA,NA,69.6675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prosopis torquata,NA,NA,NA,NA,NA,NA,NA,19.17539258,0.204188333,NA,NA,NA,NA,NA,NA,NA
Prunella vulgaris,675.3333333,NA,16.811555,0.250255556,NA,5.87871,0.904925132,22.91466839,0.149,0.254,0.161865448,NA,NA,NA,NA,NA
Prunus avium,NA,461.9,19.905,21.58,NA,NA,250.4632583,17.85468368,0.144,NA,NA,NA,NA,NA,NA,NA
Prunus serotina,2543.644611,468.9835455,23.82666526,16.68757143,NA,NA,110.8304801,18.67550715,0.147803736,0.9144,0.321963135,NA,NA,NA,NA,NA
Pteridium aquilinum,NA,NA,21.68333333,1.99667,NA,NA,0.001,16.98656271,0.263333333,0.254,0.298,NA,NA,NA,NA,NA
Ptilotus obovatus,54.7722,NA,NA,0.566666667,NA,NA,3.394,7.440821539,NA,NA,NA,NA,NA,NA,NA,NA
Ptilotus polystachyus,333,NA,NA,1,NA,NA,1.612333333,9.6,NA,NA,NA,NA,NA,NA,NA,NA
Purshia tridentata,NA,NA,21.4,1.8288,NA,NA,24.5891058,NA,NA,0.508,NA,NA,NA,NA,NA,NA
Quercus ellipsoidalis,4403.966623,473.5097778,24.88184444,21,NA,NA,1704.66,18.07068773,0.124,NA,NA,NA,NA,NA,NA,NA
Quercus garryana,NA,NA,NA,20.501,NA,NA,4688.979915,NA,NA,1.0668,NA,NA,NA,NA,NA,NA
Quercus incana,NA,NA,17.5,3.3,NA,NA,1000,9.928415767,NA,NA,NA,NA,NA,NA,NA,NA
Quercus laevis,NA,NA,17.5,8.284,NA,NA,1148.63787,9.0256783,NA,0.762,NA,NA,NA,NA,NA,NA
Quercus macrocarpa,5925.548238,468.339381,22.33361905,19.05,NA,NA,6109.482448,17.62680085,0.125235632,0.7112,NA,NA,NA,NA,NA,NA
Quercus marilandica,NA,NA,13.786,13.429,NA,NA,646.9979296,NA,NA,0.6096,NA,NA,NA,NA,NA,NA
Quercus robur,3039.738,478.419374,24.42945338,28.99780993,NA,6.81818,3026.534722,15.01987684,0.146849383,NA,0.334603739,NA,827.217233,NA,NA,NA
Quercus rubra,5084.883333,NA,21.26275285,20.46877333,NA,NA,2738.773722,17.85543564,0.139456833,0.9144,0.382550594,NA,NA,NA,NA,NA
Ranunculus acris,439.0756322,431.3919054,24.40250649,0.455420833,NA,11.25,1.544898462,22.35741937,0.299166667,NA,0.213686451,NA,NA,NA,NA,NA
Ranunculus occidentalis,NA,NA,NA,NA,NA,NA,2.501,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus repens,2549.466667,NA,23.05293867,0.369253333,NA,NA,5.149056315,29.1838443,0.235833333,0.1524,0.182175833,NA,NA,NA,NA,NA
Ranunculus victoriensis,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raphanus sativus,10251.69,NA,NA,0.715,NA,NA,15.43005882,34.60857143,NA,NA,0.117916667,NA,NA,NA,NA,NA
Ratibida columnifera,NA,NA,NA,0.94488,NA,NA,0.558143216,NA,NA,0.3556,NA,NA,NA,NA,NA,NA
Rhinanthus minor,246.6666667,415.6329366,34.3558401,0.395833333,NA,NA,2.453437925,18.84206584,0.29275,NA,0.162315964,NA,NA,NA,NA,NA
Rhus copallinum,NA,NA,NA,1.523547826,NA,NA,8.58066287,15.20265619,NA,0.3556,NA,NA,NA,NA,NA,NA
Robinia hispida,NA,NA,NA,NA,NA,NA,17.86333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romulea rosea,NA,NA,NA,NA,NA,NA,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosa acicularis,NA,NA,10.65,0.762,NA,NA,12.54153986,NA,NA,0.1524,NA,NA,NA,NA,NA,NA
Rosa arkansana,2052.76675,433.2345,17.3145,0.314166667,NA,NA,14.9,17.98307476,NA,NA,NA,NA,NA,NA,NA,NA
Rubia peregrina,303,417,13.1,0.25275,NA,NA,24.96151667,14.4517037,NA,NA,0.228473333,NA,NA,NA,NA,NA
Rubus trivialis,NA,NA,NA,NA,NA,NA,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus ursinus,1793,NA,20.1,1.5048,NA,NA,1.785302715,28.919,NA,0.3556,NA,NA,NA,NA,NA,NA
Rudbeckia hirta,NA,NA,28.33854,0.48345,NA,NA,0.263770653,19.67108394,0.24,0.254,0.211065384,NA,NA,NA,NA,NA
Ruellia humilis,NA,NA,NA,0.502906667,NA,NA,3.750411836,12.07550636,NA,0.1016,0.518555292,NA,NA,NA,NA,NA
Rumex acetosa,1342.4365,452.33,40.4730773,0.63555,NA,NA,0.7405375,25.84234182,0.3155,NA,0.103332727,NA,NA,NA,NA,NA
Rumex acetosella,312.3011333,433.05,34.93757406,0.173251786,NA,18.76112,0.585597813,26.0517312,0.342666667,NA,0.128587636,NA,NA,NA,NA,NA
Rumex crispus,6290,439.7947272,28.64619072,0.846916667,NA,3.807,1.773211842,28.96982449,NA,NA,0.136728815,NA,1056.194309,NA,NA,NA
Rumex hastatulus,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rytidosperma caespitosum,310.75005,NA,NA,0.55,NA,NA,NA,5.683135408,NA,NA,NA,NA,NA,NA,NA,NA
Rytidosperma nudiflorum,NA,NA,NA,NA,NA,NA,1.275,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salix herbacea,140.4742179,540.3332123,23.22611667,0.034166667,NA,10.25,0.291333333,16.45337359,0.18925,NA,NA,NA,NA,NA,NA,NA
Salix repens,138.6528571,NA,17.00382579,0.812,NA,NA,0.044,12.90991206,NA,NA,0.390733,NA,NA,NA,NA,NA
Salvia pratensis,6575.938,NA,19.3,0.520833333,NA,NA,2.13107037,24.4875,NA,NA,0.171,NA,NA,NA,NA,NA
Salvia verbenaca,13333,NA,NA,0.508333333,NA,NA,2.044,11.94,NA,NA,NA,NA,NA,NA,NA,NA
Sanguisorba minor,3124.25,458,19.82857143,0.340136667,NA,NA,6.194200572,17.81475981,0.14875,0.3048,0.330051111,NA,NA,NA,NA,NA
Sanicula crassicaulis,NA,NA,NA,NA,NA,NA,5.836,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sassafras albidum,NA,NA,NA,14.37586667,NA,NA,82.70240338,17.85959559,0.142530308,0.4572,NA,NA,NA,NA,NA,NA
Scabiosa columbaria,5293.333333,NA,21.2,0.594444444,NA,NA,1.867481481,19.16302632,NA,NA,0.171333333,NA,NA,NA,NA,NA
Schismus arabicus,NA,NA,NA,NA,NA,4.05,0.0675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schismus barbatus,67,NA,NA,0.25,NA,NA,0.040333333,18.21,NA,NA,NA,NA,NA,NA,NA,NA
Schizachyrium scoparium,456.2209586,444.8279,11.35103139,0.726385185,432.1,7.8,1.385477078,22.36209662,0.09,0.3048,0.389647039,0.2,NA,NA,NA,NA
Scleria triglomerata,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sclerolaena diacantha,13.64983333,NA,NA,0.354166667,NA,NA,4.128833333,4.445479003,NA,NA,NA,NA,NA,NA,NA,NA
Sclerolaena eriacantha,16.1843,NA,NA,0.2,NA,NA,16.18,7.535749722,NA,NA,NA,NA,NA,NA,NA,NA
Sclerolaena obliquicuspis,6.90916,NA,NA,0.344,NA,NA,0.35,5.154593376,NA,NA,NA,NA,NA,NA,NA,NA
Scorzoneroides autumnalis,185.5803226,430.6309329,19.34660756,0.310966667,NA,NA,0.742329167,21.52466367,NA,NA,0.159158935,NA,NA,NA,NA,NA
Scorzoneroides helvetica,NA,NA,NA,NA,NA,NA,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
Secale sylvestre,NA,NA,NA,NA,NA,NA,10.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
