Taxon,site_code,site_name,Family,local_lifeform,local_lifespan,functional_group
CHUQUIRAGA ULICINA,qdtsouth.cl,Quebrada de Talca South Facing,Compositae,SHRUB,PERENNIAL,WOODY
CHYLISMIA CLAVIFORMIS,nnss.us,NNSS_Mojave,Onagraceae,FORB,ANNUAL,FORB
CICHORIUM INTYBUS,baddrt.de,Bad Drought,Compositae,FORB,PERENNIAL,FORB
CICHORIUM INTYBUS,jenadrt.de,Jena,Compositae,FORB,PERENNIAL,FORB
CIRSIUM ARVENSE,baddrt.de,Bad Drought,Compositae,FORB,PERENNIAL,FORB
CIRSIUM ARVENSE,biddulph.ca,Biddulph,Compositae,FORB,PERENNIAL,FORB
CIRSIUM ARVENSE,brookdale.ca,Brookdale,Compositae,FORB,PERENNIAL,FORB
CIRSIUM ARVENSE,esw.ca,ESW,Compositae,FORB,PERENNIAL,FORB
CIRSIUM ARVENSE,kernb.ca,Kernen_burned,Compositae,FORB,PERENNIAL,FORB
CIRSIUM ARVENSE,kernnu.ca,Kernen_unburned,Compositae,FORB,PERENNIAL,FORB
CIRSIUM VULGARE,baddrt.de,Bad Drought,Compositae,FORB,BIENNIAL,FORB
CIRSIUM VULGARE,chilcasdrt.ar,Las Chilcas Drt,Compositae,NULL,NULL,FORB
CIRSIUM VULGARE,esw.ca,ESW,Compositae,FORB,BIENNIAL,FORB
CIRSIUM VULGARE,naposta.ar,Naposta,Compositae,FORB,NULL,FORB
CIRSIUM VULGARE,scruzh.us,SantaCruzHigh,Compositae,FORB,PERENNIAL,FORB
CIRSIUM VULGARE,scruzl.us,SantaCruzLow,Compositae,FORB,PERENNIAL,FORB
CIRSIUM VULGARE,scruzm.us,SantaCruzMiddle,Compositae,FORB,PERENNIAL,FORB
CISTUS ALBIDUS,ayora.es,Ayora Experimental Station,Cistaceae,SHRUB,PERENNIAL,WOODY
CISTUS CLUSII,ayora.es,Ayora Experimental Station,Cistaceae,SHRUB,PERENNIAL,WOODY
CLAYTONIA PERFOLIATA,cowidrt.ca,Cowichan Drt,Montiaceae,FORB,NULL,FORB
CLEOME VISCOSA,ethadb.au,Ethabuka_DNB,Cleomaceae,FORB,ANNUAL,FORB
CLINOPODIUM DARWINII,paike.ar,Potrok Aike Drt,Lamiaceae,FORB,PERENNIAL,FORB
CLINOPODIUM VULGARE,jenadrt.de,Jena,Lamiaceae,FORB,PERENNIAL,FORB
CLITORIA NANA,eea.br,EEA,Fabaceae,LEGUME,NULL,LEGUME
COELORACHIS SELLOANA,eea.br,EEA,Poaceae,GRASS,NULL,GRASS
COLLIGUAJA ODORIFERA,lcnorth.cl,La Campana North Facing,Euphorbiaceae,SHRUB,PERENNIAL,WOODY
COLLINSIA PARVIFLORA,cowidrt.ca,Cowichan Drt,Scrophulariaceae,FORB,ANNUAL,FORB
COLLINSIA PARVIFLORA,oreaa.us,ORE IDE AA,Scrophulariaceae,FORB,ANNUAL,FORB
COLLINSIA PARVIFLORA,oreac.us,ORE IDE AC,Scrophulariaceae,FORB,ANNUAL,FORB
COLLOMIA GRANDIFLORA,oreac.us,ORE IDE AC,Polemoniaceae,FORB,ANNUAL,FORB
COLLOMIA LINEARIS,oreac.us,ORE IDE AC,Polemoniaceae,FORB,ANNUAL,FORB
COLOBANTHUS LYCOPODOIDES,paike.ar,Potrok Aike Drt,Caryophyllaceae,SUBSHRUB,PERENNIAL,WOODY
COMANDRA UMBELLATA,brookdale.ca,Brookdale,Santalaceae,FORB,PERENNIAL,FORB
COMANDRA UMBELLATA,cedarsav.us,Cedar Creek Savanna,Santalaceae,FORB,PERENNIAL,FORB
COMANDRA UMBELLATA,hard.us,Hardware Ranch,Santalaceae,FORB,PERENNIAL,FORB
COMANDRA UMBELLATA,matador.ca,Matador,Santalaceae,FORB,PERENNIAL,FORB
COMMELINA AFRICANA,ukulingadrt.za,Ukulinga Drought,Commelinaceae,FORB,PERENNIAL,FORB
COMMELINA CYANEA,yarradrt.au,Yarramundi Drt,Commelinaceae,FORB,PERENNIAL,FORB
COMMELINA DIFFUSA,bivensarm.us,Bivens Arm,Commelinaceae,FORB,NULL,FORB
COMMELINA ERECTA,cerrillos.ar,Los Cerrillos,Commelinaceae,FORB,PERENNIAL,FORB
COMOLIA VILLOSA,guaribas.br,Guaribas,Melastomataceae,SUBSHRUB,PERENNIAL,WOODY
CONIUM MACULATUM,lcsouth.cl,La Campana South Facing,Apiaceae,FORB,PERENNIAL,FORB
CONIUM MACULATUM,sclaudio.ar,San Claudio,Apiaceae,FORB,BIENNIAL,FORB
CONVOLVULUS ARVENSIS,brookdale.ca,Brookdale,Convolvulaceae,FORB,PERENNIAL,FORB
CONVOLVULUS ARVENSIS,jenadrt.de,Jena,Convolvulaceae,VINE,PERENNIAL,FORB
CONVOLVULUS ARVENSIS,scruzm.us,SantaCruzMiddle,Convolvulaceae,FORB,PERENNIAL,FORB
CONVOLVULUS EQUITANS,slp.us,SLP,Convolvulaceae,FORB,PERENNIAL,FORB
CONVOLVULUS REMOTUS,credom.au,CredoM,Convolvulaceae,FORB,PERENNIAL,FORB
CONYZA CANADENSIS,bivensarm.us,Bivens Arm,Compositae,FORB,NULL,FORB
CONYZA CANADENSIS,kiskun.hu,Kiskunsag,Compositae,FORB,ANNUAL,FORB
CONYZA CANADENSIS,slp.us,SLP,Compositae,FORB,ANNUAL,FORB
CONYZA RAMOSISSIMA,cdpt_drt.us,Cedar Point - Drought-Net,Compositae,FORB,ANNUAL,FORB
CONYZA SUMATRENSIS,yarradrt.au,Yarramundi Drt,Compositae,NULL,ANNUAL,FORB
CORCHORUS AESTUANS,bivensarm.us,Bivens Arm,Malvaceae,FORB,ANNUAL,FORB
CORDOBIA ARGENTEA,cerrillos.ar,Los Cerrillos,Malpighiaceae,VINE,PERENNIAL,WOODY
CORDYLANTHUS RAMOSUS,oreac.us,ORE IDE AC,Orobanchaceae,FORB,ANNUAL,FORB
COREOPSIS BASALIS,slp.us,SLP,Compositae,FORB,ANNUAL,FORB
COREOPSIS GRANDIFLORA,oklah.us,Oklahoma (KAEFS-OK),Compositae,FORB,PERENNIAL,FORB
COREOPSIS PALMATA,cedarsav.us,Cedar Creek Savanna,Compositae,FORB,PERENNIAL,FORB
COREOPSIS PALMATA,cedartrait.us,Cedar Creek Trait ,Compositae,FORB,PERENNIAL,FORB
COREOPSIS TINCTORIA,cdpt_drt.us,Cedar Point - Drought-Net,Compositae,FORB,ANNUAL,FORB
CORIS MONSPELIENSIS,ayora.es,Ayora Experimental Station,Primulaceae,SUBSHRUB,PERENNIAL,WOODY
CORNUS SUECICA,lygraint.no,Lygra_intermediate,Cornaceae,FORB,NULL,WOODY
CORTADERIA SELLOANA,marcdrt.ar,Mar Chiquita Drt,Poaceae,GRASS,PERENNIAL,GRASS
COTTEA PAPPOPHOROIDES,cerrillos.ar,Los Cerrillos,Poaceae,GRASS,ANNUAL,GRASS
COTULA AUSTRALIS,milparinka.au,Milparinka,Compositae,FORB,ANNUAL,FORB
CRABBEA HIRSUTA,ukulingadrt.za,Ukulinga Drought,Acanthaceae,FORB,PERENNIAL,FORB
CRABBEA SQUARROSA,ukulingadrt.za,Ukulinga Drought,Acanthaceae,FORB,PERENNIAL,FORB
CRASPEDIA AURANTIA,falls.au,Falls Creek,Compositae,FORB,PERENNIAL,FORB
CRASSULA COLORATA,brokenh.au,Broken Hill,Crassulaceae,FORB,ANNUAL,FORB
CRASSULA COLORATA,cobar.au,Cobar,Crassulaceae,FORB,ANNUAL,FORB
CRASSULA CONNATA,capwhite.us,Cap Whitetank,Crassulaceae,FORB,ANNUAL,FORB
CRASSULA SIEBERIANA,jilpanger.au,Jilpanger,Crassulaceae,FORB,ANNUAL,FORB
CREPIS BIENNIS,allmendb.ch,Allmend Brachy,Compositae,FORB,PERENNIAL,FORB
CREPIS BIENNIS,baddrt.de,Bad Drought,Compositae,FORB,BIENNIAL,FORB
CREPIS BIENNIS,bayrdrt.de,Bayreuth_DroughtNet,Compositae,FORB,PERENNIAL,FORB
CREPIS BIENNIS,jenadrt.de,Jena,Compositae,FORB,BIENNIAL,FORB
CREPIS CAPILLARIS,baddrt.de,Bad Drought,Compositae,FORB,ANNUAL,FORB
CREPIS FOETIDA,kiskun.hu,Kiskunsag,Compositae,FORB,PERENNIAL,FORB
CREPIS TECTORUM,cedartrait.us,Cedar Creek Trait ,Compositae,FORB,ANNUAL,FORB
CREPIS TECTORUM,elvadrt.ee,EE Elva,Compositae,FORB,PERENNIAL,FORB
CROTALARIA LANCEOLATA,bivensarm.us,Bivens Arm,Fabaceae,FORB,ANNUAL,LEGUME
CROTALARIA MICROCARPA,ukulingadrt.za,Ukulinga Drought,Fabaceae,LEGUME,PERENNIAL,LEGUME
CROTON GLANDULOSUS,bfl.us,BFL,Euphorbiaceae,FORB,ANNUAL,FORB
CROTON LINDHEIMERIANUS,bfl.us,BFL,Euphorbiaceae,FORB,ANNUAL,FORB
CROTON MONANTHOGYNUS,oklah.us,Oklahoma (KAEFS-OK),Euphorbiaceae,FORB,ANNUAL,FORB
CROTON potsii,jorndrt.us,Jornada_LTER Drt,Euphorbiaceae,FORB,PERENNIAL,FORB
CROTON POTTSII,jrnchi.us,JRN_Chihuahuan,Euphorbiaceae,FORB,PERENNIAL,FORB
CRUCIATA GLABRA,pineta.es,Pineta,Rubiaceae,FORB,NULL,FORB
CRYPTANTHA AMBIGUA,nplatte.us,North Platte,Boraginaceae,FORB,ANNUAL,FORB
CRYPTANTHA ARGENTEA,lcnorth.cl,La Campana North Facing,Boraginaceae,FORB,PERENNIAL,FORB
CRYPTANTHA ARGENTEA,lcsouth.cl,La Campana South Facing,Boraginaceae,FORB,PERENNIAL,FORB
CRYPTANTHA ARGENTEA,qdtnorth.cl,Quebrada de Talca North Facing,Boraginaceae,FORB,NULL,FORB
CRYPTANTHA CIRCUMSCISSA,gmgranite.us,Gmdrc Granitecove,Boraginaceae,FORB,ANNUAL,FORB
CRYPTANTHA CIRCUMSCISSA,gmmolar.us,Gmdrc Molar Junction,Boraginaceae,FORB,ANNUAL,FORB
CRYPTANTHA CIRCUMSCISSA,nnss.us,NNSS_Mojave,Boraginaceae,FORB,ANNUAL,FORB
CRYPTANTHA INTERMEDIA,nnss.us,NNSS_Mojave,Boraginaceae,FORB,ANNUAL,FORB
CRYPTANTHA MARITIMA,capwhite.us,Cap Whitetank,Boraginaceae,FORB,ANNUAL,FORB
CRYPTANTHA MICRANTHA,nnss.us,NNSS_Mojave,Boraginaceae,FORB,ANNUAL,FORB
CRYPTANTHA PTEROCARYA,capmcd.us,Cap Mcdowell,Boraginaceae,FORB,ANNUAL,FORB
CRYPTANTHA PTEROCARYA,gmgranite.us,Gmdrc Granitecove,Boraginaceae,FORB,ANNUAL,FORB
CRYPTANTHA PTEROCARYA,gmmolar.us,Gmdrc Molar Junction,Boraginaceae,FORB,ANNUAL,FORB
CRYPTANTHA PTEROCARYA,nnss.us,NNSS_Mojave,Boraginaceae,FORB,ANNUAL,FORB
CUCUMIS MYRIOCARPUS,credoj.au,CredoJ,Cucurbitaceae,FORB,ANNUAL,FORB
CUMULOPUNTIA SPHAERICA,qdtnorth.cl,Quebrada de Talca North Facing,Cactaceae,SUCCULENT,PERENNIAL,CACTUS
CUPHEA FLAVA,guaribas.br,Guaribas,Lythraceae,SUBSHRUB,PERENNIAL,WOODY
CUPHEA GLUTINOSA,eea.br,EEA,Lythraceae,FORB,NULL,FORB
CUPHONOTUS HUMISTRATUS,cobar.au,Cobar,Brassicaceae,FORB,ANNUAL,FORB
CUSCUTA PLANIFLORA,credoj.au,CredoJ,Convolvulaceae,FORB,ANNUAL,FORB
CUSCUTA PLANIFLORA,credom.au,CredoM,Convolvulaceae,FORB,ANNUAL,FORB
CYANOTIS SPECIOSA,ukulingadrt.za,Ukulinga Drought,Commelinaceae,FORB,PERENNIAL,FORB
CYCLOSPERMUM LEPTOPHYLLUM,bivensarm.us,Bivens Arm,Apiaceae,FORB,ANNUAL,FORB
CYCLOSPERMUM LEPTOPHYLLUM,eea.br,EEA,Apiaceae,FORB,NULL,FORB
CYCLOSPERMUM LEPTOPHYLLUM,marcdrt.ar,Mar Chiquita Drt,Apiaceae,FORB,ANNUAL,FORB
CYMBOPOGON CAESIUS,ukulingadrt.za,Ukulinga Drought,Poaceae,GRASS,PERENNIAL,GRASS
CYMBOPOGON NARDUS,ukulingadrt.za,Ukulinga Drought,Poaceae,GRASS,PERENNIAL,GRASS
CYMOPTERUS GLOMERATUS,nplatte.us,North Platte,Apiaceae,FORB,PERENNIAL,FORB
CYNODON DACTYLON,bivensarm.us,Bivens Arm,Poaceae,GRAMINOID,PERENNIAL,GRASS
CYNODON DACTYLON,chilcasdrt.ar,Las Chilcas Drt,Poaceae,GRASS,PERENNIAL,GRASS
CYNODON DACTYLON,sclaudio.ar,San Claudio,Poaceae,GRASS,PERENNIAL,GRASS
CYNODON DACTYLON,yarradrt.au,Yarramundi Drt,Poaceae,GRASS,PERENNIAL,GRASS
CYNOSURUS CRISTATUS,bayrdrt.de,Bayreuth_DroughtNet,Poaceae,GRASS,PERENNIAL,GRASS
CYNOSURUS CRISTATUS,rhijn.nl,Rhijnauwen,Poaceae,GRASS,PERENNIAL,GRASS
CYNOSURUS ECHINATUS,scruzh.us,SantaCruzHigh,Poaceae,FORB,ANNUAL,GRASS
CYPELLA HERBERTII,chilcasdrt.ar,Las Chilcas Drt,Iridaceae,FORB,PERENNIAL,FORB
CYPERUS CORYMBOSUS,chilcasdrt.ar,Las Chilcas Drt,Cyperaceae,NULL,NULL,GRAMINOID
CYPERUS ERAGROSTIS,chilcasdrt.ar,Las Chilcas Drt,Cyperaceae,GRAMINOID,PERENNIAL,GRAMINOID
CYPERUS LUPULINUS,konzadrt.us,Konza Drt,Cyperaceae,GRAMINOID,PERENNIAL,GRAMINOID
CYPERUS REFLEXUS,marcdrt.ar,Mar Chiquita Drt,Cyperaceae,GRASS,PERENNIAL,GRAMINOID
CYPRIPEDIUM PARVIFLORUM,brookdale.ca,Brookdale,Orchidaceae,FORB,PERENNIAL,FORB
CYTISUS SCOPARIUS,cowidrt.ca,Cowichan Drt,Fabaceae,SHRUB,PERENNIAL,LEGUME
DACTYLIS GLOMERATA,baddrt.de,Bad Drought,Poaceae,GRASS,PERENNIAL,GRASS
DACTYLIS GLOMERATA,bayrdrt.de,Bayreuth_DroughtNet,Poaceae,GRASS,PERENNIAL,GRASS
DACTYLIS GLOMERATA,cowidrt.ca,Cowichan Drt,Poaceae,GRASS,PERENNIAL,GRASS
DACTYLIS GLOMERATA,ebro.es,Middle Ebro Valley,Poaceae,GRASS,NULL,GRASS
DACTYLIS GLOMERATA,elvadrt.ee,EE Elva,Poaceae,GRASS,PERENNIAL,GRASS
DACTYLIS GLOMERATA,jenadrt.de,Jena,Poaceae,GRASS,PERENNIAL,GRASS
DACTYLIS GLOMERATA,pineta.es,Pineta,Poaceae,GRASS,NULL,GRASS
DACTYLIS GLOMERATA,rhijn.nl,Rhijnauwen,Poaceae,GRASS,PERENNIAL,GRASS
DACTYLIS GLOMERATA,validate.fr,Validate,Poaceae,GRASS,PERENNIAL,GRASS
DACTYLOCTENIUM AEGYPTIUM,bivensarm.us,Bivens Arm,Poaceae,GRAMINOID,ANNUAL,GRASS
DACTYLORHIZA MACULATA,lygraint.no,Lygra_intermediate,Orchidaceae,FORB,NULL,FORB
DACTYLORHIZA MACULATA,lygraold.no,Lygra_old,Orchidaceae,FORB,NULL,FORB
DACTYLORHIZA MACULATA,pineta.es,Pineta,Orchidaceae,FORB,NULL,FORB
DALEA CANDIDA,konzadrt.us,Konza Drt,Fabaceae,LEGUME,PERENNIAL,LEGUME
DALEA CANDIDA,oklah.us,Oklahoma (KAEFS-OK),Fabaceae,LEGUME,PERENNIAL,LEGUME
DALEA ENNEANDRA,cdpt_drt.us,Cedar Point - Drought-Net,Fabaceae,LEGUME,PERENNIAL,LEGUME
DALEA PURPUREA,oklah.us,Oklahoma (KAEFS-OK),Fabaceae,FORB,PERENNIAL,LEGUME
DALEA SEARLSIAE,hard.us,Hardware Ranch,Fabaceae,FORB,PERENNIAL,LEGUME
DALEA VILLOSA,cedartrait.us,Cedar Creek Trait ,Fabaceae,FORB,PERENNIAL,LEGUME
DANTHONIA CALIFORNICA,oreaa.us,ORE IDE AA,Poaceae,GRASS,PERENNIAL,GRASS
DANTHONIA CALIFORNICA,scruzh.us,SantaCruzHigh,Poaceae,FORB,PERENNIAL,GRASS
DANTHONIA DECUMBENS,lygraint.no,Lygra_intermediate,Poaceae,GRASS,NULL,GRASS
DANTHONIA MONTEVIDENSIS,chilcasdrt.ar,Las Chilcas Drt,Poaceae,NULL,NULL,GRASS
DAPHNE GNIDIUM,ayora.es,Ayora Experimental Station,Thymelaeaceae,SHRUB,PERENNIAL,WOODY
DAPHNE LAUREOLA,pineta.es,Pineta,Thymelaeaceae,WOODY,NULL,WOODY
DAUCUS CAROTA,elvadrt.ee,EE Elva,Apiaceae,FORB,BIENNIAL,FORB
DAUCUS CAROTA,esw.ca,ESW,Apiaceae,FORB,BIENNIAL,FORB
DAUCUS CAROTA,jenadrt.de,Jena,Apiaceae,FORB,NULL,FORB
DAUCUS GLOCHIDIATUS,brokenh.au,Broken Hill,Apiaceae,FORB,ANNUAL,FORB
DAUCUS GLOCHIDIATUS,jilpanger.au,Jilpanger,Apiaceae,FORB,ANNUAL,FORB
DELPHINIUM CAROLINIANUM,cedarsav.us,Cedar Creek Savanna,Ranunculaceae,FORB,PERENNIAL,FORB
DELPHINIUM MENZIESII,cowidrt.ca,Cowichan Drt,Ranunculaceae,FORB,PERENNIAL,FORB
DESCHAMPSIA CESPITOSA,paike.ar,Potrok Aike Drt,Poaceae,GRASS,PERENNIAL,GRASS
DESCHAMPSIA FLEXUOSA,hoide.de,HOIDE,Poaceae,GRASS,PERENNIAL,GRASS
DESCHAMPSIA FLEXUOSA,hyide.de,HYIDE,Poaceae,GRASS,PERENNIAL,GRASS
DESCHAMPSIA FLEXUOSA,lygraint.no,Lygra_intermediate,Poaceae,GRASS,NULL,GRASS
DESCURAINIA PINNATA,gmgranite.us,Gmdrc Granitecove,Brassicaceae,FORB,PERENNIAL,FORB
DESCURAINIA PINNATA,jrnchi.us,JRN_Chihuahuan,Brassicaceae,FORB,ANNUAL,FORB
DESCURAINIA PINNATA,nnss.us,NNSS_Mojave,Brassicaceae,FORB,ANNUAL,FORB
DESCURAINIA PINNATA,nplatte.us,North Platte,Brassicaceae,FORB,ANNUAL,FORB
DESCURAINIA SOPHIA,baddrt.de,Bad Drought,Brassicaceae,FORB,ANNUAL,FORB
DESCURAINIA SOPHIA,kernb.ca,Kernen_burned,Brassicaceae,FORB,ANNUAL,FORB
DESMANTHUS ACUMINATUS,bfl.us,BFL,Fabaceae,FORB,PERENNIAL,LEGUME
DESMANTHUS COOLEYI,jorndrt.us,Jornada_LTER Drt,Fabaceae,FORB,PERENNIAL,LEGUME
DESMANTHUS ILLINOENSIS,oklah.us,Oklahoma (KAEFS-OK),Fabaceae,FORB,PERENNIAL,LEGUME
DESMANTHUS VIRGATUS,eea.br,EEA,Fabaceae,LEGUME,NULL,LEGUME
DESMODIUM HETEROCARPON,bivensarm.us,Bivens Arm,Fabaceae,FORB,PERENNIAL,LEGUME
DESMODIUM ILLINOENSE,purdue.us,Purdue Wildlife Area,Fabaceae,LEGUME,NULL,LEGUME
DESMODIUM INCANUM,eea.br,EEA,Fabaceae,LEGUME,NULL,LEGUME
DESMODIUM PANICULATUM,bivensarm.us,Bivens Arm,Fabaceae,FORB,PERENNIAL,LEGUME
DESMODIUM ROTUNDIFOLIUM,sand.us,Sandhills,Fabaceae,LEGUME,PERENNIAL,LEGUME
DESMODIUM TORTUOSUM,bivensarm.us,Bivens Arm,Fabaceae,FORB,NULL,LEGUME
DIANTHUS SEROTINUS,kiskun.hu,Kiskunsag,Caryophyllaceae,FORB,PERENNIAL,FORB
DIAPERIA PROLIFERA,oklah.us,Oklahoma (KAEFS-OK),Compositae,FORB,ANNUAL,FORB
DICHANTHELIUM LAXIFLORUM,bivensarm.us,Bivens Arm,Poaceae,GRAMINOID,PERENNIAL,GRASS
DICHANTHELIUM OLIGOSANTHES,bfl.us,BFL,Poaceae,GRASS,PERENNIAL,GRASS
DICHANTHELIUM OLIGOSANTHES,cdpt_drt.us,Cedar Point - Drought-Net,Poaceae,GRASS,PERENNIAL,GRASS
DICHANTHELIUM OLIGOSANTHES,konzadrt.us,Konza Drt,Poaceae,GRASS,PERENNIAL,GRASS
DICHANTHELIUM OLIGOSANTHES,oklah.us,Oklahoma (KAEFS-OK),Poaceae,GRASS,PERENNIAL,GRASS
DICHELACHNE CRINITA,yarradrt.au,Yarramundi Drt,Poaceae,GRASS,PERENNIAL,GRASS
DICHELOSTEMMA CAPITATUM,capmcd.us,Cap Mcdowell,Asparagaceae,FORB,ANNUAL,FORB
DICHELOSTEMMA CAPITATUM,capwhite.us,Cap Whitetank,Asparagaceae,FORB,ANNUAL,FORB
DICHELOSTEMMA CAPITATUM,gmmolar.us,Gmdrc Molar Junction,Asparagaceae,FORB,ANNUAL,FORB
DICHONDRA CAROLINENSIS,bivensarm.us,Bivens Arm,Convolvulaceae,FORB,PERENNIAL,FORB
DICHONDRA MACROCALYX,eea.br,EEA,Convolvulaceae,FORB,NULL,FORB
DICHONDRA MICROCALYX,chilcasdrt.ar,Las Chilcas Drt,Convolvulaceae,NULL,NULL,FORB
DICHONDRA SERICEA,eea.br,EEA,Convolvulaceae,FORB,NULL,FORB
DICHOPOGON STRICTUS,jilpanger.au,Jilpanger,Asparagaceae,FORB,PERENNIAL,FORB
DICLIS REPTANS,ukulingadrt.za,Ukulinga Drought,Scrophulariaceae,FORB,PERENNIAL,FORB
DICRANUM SCOPARIUM,lygraint.no,Lygra_intermediate,Dicranaceae,MOSS,NULL,BRYOPHYTE
DICRANUM SCOPARIUM,lygraold.no,Lygra_old,Dicranaceae,BRYOPHYTE,NULL,BRYOPHYTE
DIGITARIA BICORNIS,bivensarm.us,Bivens Arm,Poaceae,GRAMINOID,PERENNIAL,GRASS
DIGITARIA CALIFORNICA,cerrillos.ar,Los Cerrillos,Poaceae,GRASS,PERENNIAL,GRASS
DIGITARIA CILIARIS,bivensarm.us,Bivens Arm,Poaceae,GRAMINOID,ANNUAL,GRASS
DIGITARIA COGNATA,cedarsav.us,Cedar Creek Savanna,Poaceae,GRASS,PERENNIAL,GRASS
DIGITARIA COGNATA,cedartrait.us,Cedar Creek Trait ,Poaceae,GRASS,PERENNIAL,GRASS
DIGITARIA FILIFORMIS,bivensarm.us,Bivens Arm,Poaceae,GRAMINOID,NULL,GRASS
DIGITARIA VIOLASCENS,eea.br,EEA,Poaceae,GRASS,NULL,GRASS
DIHETEROPOGON AMPLECTENS,ukulingadrt.za,Ukulinga Drought,Poaceae,GRASS,PERENNIAL,GRASS
DIODELLA APICULATA,guaribas.br,Guaribas,Rubiaceae,FORB,PERENNIAL,FORB
DIODIA TERES,bfl.us,BFL,Rubiaceae,FORB,ANNUAL,FORB
DIODIA TERES,slp.us,SLP,Rubiaceae,FORB,ANNUAL,FORB
DIOSPYROS VIRGINIANA,sand.us,Sandhills,Ebenaceae,SHRUB,PERENNIAL,WOODY
DIPCADI VIRIDE,ukulingadrt.za,Ukulinga Drought,Asparagaceae,FORB,PERENNIAL,FORB
DIPLOTAXIS TENUIFOLIA,naposta.ar,Naposta,Brassicaceae,FORB,BIENNIAL,FORB
DISTICHLIS distichophylla,jilpanger.au,Jilpanger,Poaceae,GRASS,PERENNIAL,GRASS
DODECATHEON HENDERSONII,cowidrt.ca,Cowichan Drt,Primulaceae,FORB,PERENNIAL,FORB
DORYCNIUM HIRSUTUM,ayora.es,Ayora Experimental Station,Fabaceae,SUBSHRUB,PERENNIAL,LEGUME
DORYCNIUM PENTAPHYLLUM,ayora.es,Ayora Experimental Station,Fabaceae,SUBSHRUB,PERENNIAL,LEGUME
DRABA VERNA,oreaa.us,ORE IDE AA,Brassicaceae,FORB,ANNUAL,FORB
DRABA VERNA,oreac.us,ORE IDE AC,Brassicaceae,FORB,ANNUAL,FORB
DROSERA ABERRANS,jilpanger.au,Jilpanger,Droseraceae,FORB,PERENNIAL,FORB
DROSERA GLANDULIGERA,jilpanger.au,Jilpanger,Droseraceae,FORB,PERENNIAL,FORB
DROSERA HOOKERI,jilpanger.au,Jilpanger,Droseraceae,FORB,PERENNIAL,FORB
ECHINOMASTUS INTERTEXTUS,sevblue.us,Sevilleta_Blue,Cactaceae,CACTUS,PERENNIAL,CACTUS
ECHINOPS SPHAEROCEPHALUS,baddrt.de,Bad Drought,Compositae,FORB,BIENNIAL,FORB
ECHINOPSIS CHILOENSIS,lcnorth.cl,La Campana North Facing,Cactaceae,SUCCULENT,PERENNIAL,CACTUS
ECHIUM VULGARE,allmendb.ch,Allmend Brachy,Boraginaceae,FORB,PERENNIAL,FORB
ECHIUM VULGARE,allmendo.ch,Allmend Ovina,Boraginaceae,FORB,PERENNIAL,FORB
EHRHARTA STIPOIDES,yarradrt.au,Yarramundi Drt,Poaceae,GRASS,PERENNIAL,GRASS
ELEOCHARIS BONARIENSIS,marcdrt.ar,Mar Chiquita Drt,Cyperaceae,GRAMINOID,PERENNIAL,GRAMINOID
ELEOCHARIS VIRIDANS,chilcasdrt.ar,Las Chilcas Drt,Cyperaceae,GRAMINOID,PERENNIAL,GRAMINOID
ELEPHANTOPUS HIRTIFLORUS,guaribas.br,Guaribas,Compositae,FORB,PERENNIAL,FORB
ELEPHANTOPUS MOLLIS,eea.br,EEA,Compositae,FORB,NULL,FORB
ELEUSINE INDICA,bivensarm.us,Bivens Arm,Poaceae,GRAMINOID,ANNUAL,GRASS
ELYMUS ELYMOIDES,cdpt_drt.us,Cedar Point - Drought-Net,Poaceae,GRASS,PERENNIAL,GRASS
ELYMUS ELYMOIDES,octc.us,OCTC_GreatBasin,Poaceae,GRASS,PERENNIAL,GRASS
ELYMUS ELYMOIDES,oreaa.us,ORE IDE AA,Poaceae,GRASS,PERENNIAL,GRASS
ELYMUS ELYMOIDES,oreac.us,ORE IDE AC,Poaceae,GRASS,PERENNIAL,GRASS
ELYMUS GLAUCUS,cowidrt.ca,Cowichan Drt,Poaceae,GRASS,PERENNIAL,GRASS
ELYMUS GLAUCUS,scruzh.us,SantaCruzHigh,Poaceae,FORB,PERENNIAL,GRASS
ELYMUS LANCEOLATUS,kinsella.ca,Kinsella,Poaceae,GRASS,PERENNIAL,GRASS
ELYMUS REPENS,bayrdrt.de,Bayreuth_DroughtNet,Poaceae,GRASS,PERENNIAL,GRASS
ELYMUS REPENS,brookdale.ca,Brookdale,Poaceae,GRASS,PERENNIAL,GRASS
ELYMUS REPENS,esw.ca,ESW,Poaceae,GRASS,PERENNIAL,GRASS
ELYMUS REPENS,jenadrt.de,Jena,Poaceae,GRASS,PERENNIAL,GRASS
ELYMUS SMITHII,biddulph.ca,Biddulph,Poaceae,GRAMINOID,PERENNIAL,GRASS
ELYMUS SPICATUS,cmss.us,CMSS,Poaceae,GRASS,PERENNIAL,GRASS
ELYMUS TRACHYCAULUS,kernb.ca,Kernen_burned,Poaceae,GRAMINOID,PERENNIAL,GRASS
ELYMUS TRACHYCAULUS,kernnu.ca,Kernen_unburned,Poaceae,GRAMINOID,PERENNIAL,GRASS
ELYMUS TRACHYCAULUS,kinsella.ca,Kinsella,Poaceae,GRASS,PERENNIAL,GRASS
EMEX AUSTRALIS,charleville.au,Charleville,Polygonaceae,FORB,ANNUAL,FORB
EMEX AUSTRALIS,cobar.au,Cobar,Polygonaceae,FORB,ANNUAL,FORB
EMPETRUM NIGRUM,hoide.de,HOIDE,Ericaceae,SHRUB,PERENNIAL,WOODY
