,Taxon,X,site_code,n_treat_years,sum.ctrl.cover,mean.ctrl.cover,sum.drt.cover,mean.drt.cover,sum.cover.response,mean.cover.response,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,RTD.g.cm3,SRL_m.g,rootDiam.mm,local_lifeform,local_lifespan,functional_group,site.id
626,POLYGALA VULGARIS,112,allmendb.ch,1,6,2,4.25,1.416666667,-1.75,-0.583333333,NA,0.172916667,NA,19.02952398,0.5,0.2661556,396.667,0.7826128,FORB,PERENNIAL,FORB,1
325,ERIOPHORUM ANGUSTIFOLIUM,4220,lygraold.no,1,2,1,1,1,-1,0,20.00955403,0.392104,5.5,13.32708698,0.2895,0.18,37.5,0.7875,GRAMINOID,PERENNIAL,GRAMINOID,49
478,LEUCANTHEMOPSIS ALPINA,5285,passogavia.it,1,4.22,0.844,2.3,0.46,-1.92,-0.384,26,0.035,NA,15.775,0.126,NA,NA,0.83,FORB,PERENNIAL,FORB,62
846,VICIA SEPIUM,2717,elvadrt.ee,1,7,2.333333333,5,1.666666667,-2,-0.666666667,46.0056,0.683333333,27.307,38.73428571,0.52,0.077475,406.25,0.83175,FORB,PERENNIAL,LEGUME,27
847,VICIA SEPIUM,746,bayrdrt.de,1,1,1,55.1,18.36666667,54.1,17.36666667,46.0056,0.683333333,27.307,38.73428571,0.52,0.077475,406.25,0.83175,FORB,PERENNIAL,LEGUME,6
122,BRACHYPODIUM RETUSUM,341,ayora.es,1,61,10.16666667,73,24.33333333,12,14.16666667,7.1,0.4,NA,16.24363109,0.2586667,NA,25.86916574,0.85,GRASS,PERENNIAL,GRASS,4
629,POTENTILLA ERECTA,5376,pineta.es,1,3,3,3,3,0,0,25.74581524,0.203633333,9.89,22.4188617,0.55,0.3627833,230,0.88602,FORB,PERENNIAL,FORB,63
630,POTENTILLA ERECTA,4165,lygraint.no,1,8,2.666666667,7,2.333333333,-1,-0.333333333,25.74581524,0.203633333,9.89,22.4188617,0.55,0.3627833,230,0.88602,FORB,PERENNIAL,FORB,48
631,POTENTILLA ERECTA,4261,lygraold.no,1,3,3,3,3,0,0,25.74581524,0.203633333,9.89,22.4188617,0.55,0.3627833,230,0.88602,FORB,PERENNIAL,FORB,49
318,ERIACHNE ARISTIDEA,2819,ethadb.au,1,4,4,2,2,-2,-2,8.1,0.4625,4.5,38.9,NA,0.33,NA,0.9,GRASS,BOTH,GRASS,29
681,SALIX HERBACEA,5327,passogavia.it,1,2.11,0.703333333,1.1,0.55,-1.01,-0.153333333,23.22611667,0.034166667,10.25,16.45337359,NA,0.152,NA,0.92,SHRUB,PERENNIAL,WOODY,62
410,HELIANTHUS ANNUUS,1517,cdpt_drt.us,1,0.5,0.5,2.6,0.866666667,2.1,0.366666667,18,2.847733333,27.3,18.91505647,0.2032,0.086907021,191.3969043,0.945853228,FORB,ANNUAL,FORB,13
832,VERONICA ARVENSIS,3344,jenadrt.de,1,1.5,0.5,1.5,0.5,0,0,15,0.187777778,NA,21.00097059,0.19,0.7139167,224.167,0.98561,FORB,ANNUAL,FORB,38
833,VERONICA ARVENSIS,2233,cowidrt.ca,1,1,1,2,1,1,0,15,0.187777778,NA,21.00097059,0.19,0.7139167,224.167,0.98561,FORB,ANNUAL,FORB,23
362,FRAGARIA VIRIDIS,3247,jenadrt.de,1,0,0,0.5,0.5,0.5,0.5,28.3614838,NA,NA,17.04997,0.32,0.2599583,215,1.136,FORB,PERENNIAL,FORB,38
343,FALCARIA VULGARIS,3242,jenadrt.de,1,0,0,4.5,2.25,4.5,2.25,NA,1.2613,NA,13.0375,1.8,0.147,216.667,1.15043,FORB,PERENNIAL,FORB,38
488,LINUM CATHARTICUM,239,allmendo.ch,1,6.25,2.083333333,5,1.666666667,-1.25,-0.416666667,20.2751018,0.184833333,NA,29.89038332,0.18,0.3081,160,1.190476,FORB,ANNUAL,FORB,2
489,LINUM CATHARTICUM,2635,elvadrt.ee,1,1,1,3,1.5,2,0.5,20.2751018,0.184833333,NA,29.89038332,0.18,0.3081,160,1.190476,FORB,ANNUAL,FORB,27
490,LINUM CATHARTICUM,93,allmendb.ch,1,7.5,2.5,6.25,2.083333333,-1.25,-0.416666667,20.2751018,0.184833333,NA,29.89038332,0.18,0.3081,160,1.190476,FORB,ANNUAL,FORB,1
828,VALERIANELLA LOCUSTA,2229,cowidrt.ca,1,9,1.8,10,2.5,1,0.7,26,0.1925,NA,31.7,0.05,0.56326,204,1.242171,FORB,ANNUAL,FORB,23
826,VACCINIUM VITIS-IDAEA,4289,lygraold.no,1,13,4.333333333,31,10.33333333,18,6,10.93425771,0.231449383,6.33333,9.170438572,0.2024,NA,NA,1.25,SUBSHRUB,PERENNIAL,WOODY,49
827,VACCINIUM VITIS-IDAEA,4188,lygraint.no,1,39,13,21,7,-18,-6,10.93425771,0.231449383,6.33333,9.170438572,0.2024,NA,NA,1.25,SUBSHRUB,PERENNIAL,WOODY,48
745,SORBUS AUCUPARIA,4275,lygraold.no,1,0,0,2,2,2,2,22.42468397,12.84846655,10.49866006,18.97387301,0.7112,0.252348857,120.9392604,1.3965,TREE,PERENNIAL,WOODY,49
708,SCORZONEROIDES AUTUMNALIS,700,bayrdrt.de,1,1,1,0.1,0.1,-0.9,-0.9,19.34660756,0.310966667,NA,21.52466367,0.199327,0.3144167,268.333,1.400488,FORB,PERENNIAL,FORB,6
406,HELIANTHEMUM NUMMULARIUM var. GRANDIFLORUM,225,allmendo.ch,1,17.5,5.833333333,16.25,5.416666667,-1.25,-0.416666667,17.1,NA,6.27,14.70769,1.63,0.1910333,180,1.555,SHRUB,PERENNIAL,WOODY,2
407,HELIANTHEMUM NUMMULARIUM var. GRANDIFLORUM,73,allmendb.ch,1,18.75,6.25,32.5,10.83333333,13.75,4.583333333,17.1,NA,6.27,14.70769,1.63,0.1910333,180,1.555,SHRUB,PERENNIAL,WOODY,1
34,ALLIUM ACUMINATUM,4892,oreaa.us,1,0,0,1,1,1,1,NA,0.3048,NA,8.45,0.1524,NA,NA,1.64,FORB,PERENNIAL,FORB,59
805,TRIFOLIUM MACROCEPHALUM,4989,oreaa.us,1,1,1,3.5,3.5,2.5,2.5,NA,0.6096,NA,6.89,0.1524,NA,NA,1.85,FORB,PERENNIAL,LEGUME,59
806,TRIFOLIUM MACROCEPHALUM,5079,oreac.us,1,0,0,0.5,0.5,0.5,0.5,NA,0.6096,NA,6.89,0.1524,NA,NA,1.85,FORB,PERENNIAL,LEGUME,60
442,HYPOCHAERIS GLABRA,3404,jilpanger.au,1,2.5,0.5,1.5,0.5,-1,0,18.975,0.301666667,NA,40.145,NA,NA,NA,1.96333333,FORB,ANNUAL,FORB,39
685,SALVIA PRATENSIS,271,allmendo.ch,1,0.5,0.5,7.75,3.875,7.25,3.375,19.3,0.520833333,NA,24.4875,2.1,0.2015038,272.308,2.015308,FORB,PERENNIAL,FORB,2
686,SALVIA PRATENSIS,130,allmendb.ch,1,2.25,1.125,6.5,3.25,4.25,2.125,19.3,0.520833333,NA,24.4875,2.1,0.2015038,272.308,2.015308,FORB,PERENNIAL,FORB,1
20,AGRIMONIA EUPATORIA,2529,elvadrt.ee,1,0,0,1,1,1,1,14.78,0.087,14.78,13.66,1.55,0.1143,NA,NA,FORB,PERENNIAL,FORB,27
448,HYPOLAENA FASTIGIATA,3406,jilpanger.au,1,0.5,0.5,1,0.5,0.5,0,5.5,0.5625,NA,2.094693,0.25,NA,2.742290055,NA,GRASS,PERENNIAL,FORB,39
289,DORYCNIUM PENTAPHYLLUM,360,ayora.es,1,46,9.2,16,8,-30,-1.2,24.5,0.4,NA,20.8,1.17,0.56,3.83,NA,SUBSHRUB,PERENNIAL,LEGUME,4
187,CAREX PANICEA,4102,lygraint.no,1,0,0,6,3,6,3,16.1715862,0.31,NA,17.69830765,0.49,NA,9.14,NA,GRAMINOID,PERENNIAL,GRAMINOID,48
790,THYMUS SERPYLLUM,292,allmendo.ch,1,4.5,1.5,5.5,1.833333333,1,0.333333333,19.815,0.08775,NA,12.59845839,0.250506667,0.7,11.2,NA,FORB,PERENNIAL,WOODY,2
791,THYMUS SERPYLLUM,151,allmendb.ch,1,6.5,2.166666667,5,1.666666667,-1.5,-0.5,19.815,0.08775,NA,12.59845839,0.250506667,0.7,11.2,NA,FORB,PERENNIAL,WOODY,1
581,PILOSELLA PILOSELLOIDES,666,bayrdrt.de,1,3,1.5,50.1,25.05,47.1,23.55,NA,0.455,NA,27.17333333,NA,0.187679414,13.38170314,NA,FORB,PERENNIAL,FORB,6
109,BOERHAVIA DIFFUSA,1733,cerrillos.ar,1,0,0,0.63,0.63,0.63,0.63,NA,0.55,NA,20.76,1.2,NA,14.29,NA,FORB,PERENNIAL,FORB,16
107,BERBERIS NERVOSA,2109,cowidrt.ca,1,0,0,50,50,50,50,NA,0.6096,NA,10.38,0.4064,NA,18.14285714,NA,SHRUB,PERENNIAL,WOODY,23
750,SPOROBOLUS CRYPTANDRUS,1533,cdpt_drt.us,1,6,3,4.5,1.125,-1.5,-1.875,12.97358435,0.352,27.8335825,23.90754717,0.4572,0.476,22.63833333,NA,GRASS,PERENNIAL,GRASS,13
675,RUBUS URSINUS,5798,scruzh.us,1,0,0,4.2105263,4.2105263,4.2105263,4.2105263,20.1,1.5048,NA,28.919,0.3556,NA,23.15,NA,SHRUB,PERENNIAL,WOODY,69
244,COREOPSIS TINCTORIA,1511,cdpt_drt.us,1,21,3.5,4.5,2.25,-16.5,-1.25,14.704,0.1905,12.73,14.36677143,NA,NA,28.59345,NA,FORB,ANNUAL,FORB,13
239,CONVOLVULUS ARVENSIS,5937,scruzm.us,1,0,0,1.0989011,1.0989011,1.0989011,1.0989011,27.77,0.048,12.29,17.215475,2.24,0.5298167,31.40813333,NA,FORB,PERENNIAL,FORB,71
240,CONVOLVULUS ARVENSIS,3218,jenadrt.de,1,23,11.5,2,2,-21,-9.5,27.77,0.048,12.29,17.215475,2.24,0.5298167,31.40813333,NA,FORB,PERENNIAL,FORB,38
297,ELYMUS GLAUCUS,2160,cowidrt.ca,1,0,0,6,6,6,6,20.02,1.00584,10.4,14.9305,0.3048,0.49,34.8825,NA,"GRASS, forb (SantaCruzHigh)",PERENNIAL,GRASS,23
648,PTILOTUS POLYSTACHYUS,2830,ethadb.au,1,0,0,42,21,42,21,23.98,1,NA,9.6,NA,NA,37,NA,FORB,BOTH,FORB,29
764,SYMPHORICARPOS ALBUS,2218,cowidrt.ca,1,42,10.5,39,7.8,-3,-2.7,14.05,1.538133333,NA,19.90333333,0.4572,NA,39.363636,NA,SHRUB,PERENNIAL,WOODY,23
765,SYMPHORICARPOS ALBUS,1371,brookdale.ca,1,12.75,2.55,9.25,1.85,-3.5,-0.7,14.05,1.538133333,NA,19.90333333,0.4572,NA,39.363636,NA,SHRUB,PERENNIAL,WOODY,10
738,SONCHUS ARVENSIS,3596,kernb.ca,1,3,1,2.5,1.25,-0.5,0.25,26.4,1.1875,NA,21,0.56,0.219369,40.215,NA,FORB,PERENNIAL,FORB,42
739,SONCHUS ARVENSIS,1363,brookdale.ca,1,7.75,1.55,9.75,1.95,2,0.4,26.4,1.1875,NA,21,0.56,0.219369,40.215,NA,FORB,PERENNIAL,FORB,10
740,SONCHUS ARVENSIS,2773,esw.ca,1,6,3,2,2,-4,-1,26.4,1.1875,NA,21,0.56,0.219369,40.215,NA,FORB,PERENNIAL,FORB,28
741,SONCHUS ARVENSIS,3702,kernnu.ca,1,28,14,21.5,7.166666667,-6.5,-6.833333333,26.4,1.1875,NA,21,0.56,0.219369,40.215,NA,FORB,PERENNIAL,FORB,43
154,CALAMAGROSTIS EPIGEIOS,6183,teshio.jp,1,603,60.3,571,57.1,-32,-3.2,17.43326,1.396,6.6,18.65,NA,NA,57.46375,NA,GRASS,PERENNIAL,GRASS,77
303,ELYMUS TRACHYCAULUS,3543,kernb.ca,1,1,0.5,21,7,20,6.5,13.85333333,0.466,8.22,11.45053,1.07,NA,62.476,NA,GRAMINOID,PERENNIAL,GRASS,42
304,ELYMUS TRACHYCAULUS,3662,kernnu.ca,1,6.5,3.25,5.5,1.833333333,-1,-1.416666667,13.85333333,0.466,8.22,11.45053,1.07,NA,62.476,NA,GRAMINOID,PERENNIAL,GRASS,43
649,QUERCUS ELLIPSOIDALIS,1605,cedarsav.us,1,0,0,40,20,40,20,24.88184444,NA,14.4,18.07068773,NA,NA,66.5,NA,TREE,PERENNIAL,WOODY,14
302,ELYMUS SMITHII,872,biddulph.ca,1,0,0,0.5,0.5,0.5,0.5,28.0185,0.6096,17.06975875,31.74700117,0.508,NA,73.5,NA,GRAMINOID,PERENNIAL,GRASS,8
464,LACTUCA TATARICA,3563,kernb.ca,1,4,2,2.5,1.25,-1.5,-0.75,22.6,0.625,NA,18.07666667,2.4,0.213227444,77.19169246,NA,FORB,PERENNIAL,FORB,42
416,HELICTOTRICHON VERSICOLOR,5279,passogavia.it,1,0,0,5,2.5,5,2.5,18.88884001,0.14,6.081157261,11.48996431,NA,NA,77.65999999,NA,GRASS,PERENNIAL,GRASS,62
53,ANDROSACE SEPTENTRIONALIS,3502,kernb.ca,1,0.5,0.5,0.5,0.5,0,0,19.4925,0.011,12.29704857,30.84123333,0.1,NA,79.99696667,NA,FORB,ANNUAL,FORB,42
54,ANDROSACE SEPTENTRIONALIS,4483,mattheis.ca,1,1,1,2,1,1,0,19.4925,0.011,12.29704857,30.84123333,0.1,NA,79.99696667,NA,FORB,ANNUAL,FORB,52
695,SCHISMUS BARBATUS,6159,spvdrt.ar,1,7,2.333333333,4,1.333333333,-3,-1,NA,0.25,NA,18.21,0.16,NA,81.47,NA,GRASS,ANNUAL,GRASS,76
696,SCHISMUS BARBATUS,2943,gmgranite.us,1,22,3.142857143,26,3.714285714,4,0.571428571,NA,0.25,NA,18.21,0.16,NA,81.47,NA,GRASS,ANNUAL,GRASS,32
309,EPILOBIUM BRACHYCARPUM,5047,oreac.us,1,7.5,1.5,7.5,1.5,0,0,30.48666667,0.286,10.95816314,21.56584,NA,NA,81.71053333,NA,FORB,ANNUAL,FORB,60
310,EPILOBIUM BRACHYCARPUM,4929,oreaa.us,1,7.5,1.5,4.5,0.9,-3,-0.6,30.48666667,0.286,10.95816314,21.56584,NA,NA,81.71053333,NA,FORB,ANNUAL,FORB,59
111,BOUTELOUA ARISTIDOIDES,1737,cerrillos.ar,1,25.63,12.815,73.13,36.565,47.5,23.75,15.9,0.04,NA,12.89,0.3,NA,103.65,NA,GRASS,ANNUAL,GRASS,16
152,BUCHLOE DACTYLOIDES,3893,konzadrt.us,1,0,0,1,1,1,1,NA,NA,15.93328833,22.1,1.8542,NA,110.5,NA,GRASS,BIENNIAL,GRASS,46
510,LUZULA MULTIFLORA,2641,elvadrt.ee,1,6,2,9,3,3,1,25.54618746,0.2110425,5.237476541,25.53913437,NA,NA,132.06,NA,GRASS,PERENNIAL,GRAMINOID,27
249,CREPIS CAPILLARIS,462,baddrt.de,1,9.7,1.616666667,18,9,8.3,7.383333333,25.65,0.458333333,10.7,35.00023666,0.385,NA,138,NA,FORB,ANNUAL,FORB,5
59,APERA SPICA-VENTI,434,baddrt.de,1,38.1,4.7625,28.1,9.366666667,-10,4.604166667,NA,0.775,NA,19.13333333,0.66,NA,193.8,NA,GRASS,ANNUAL,GRASS,5
618,POA SECUNDA,4693,nplatte.us,1,2,2,2,2,0,0,16.12,0.42672,14.54,11.51,0.254,NA,197.6,NA,GRASS,PERENNIAL,GRASS,56
619,POA SECUNDA,5073,oreac.us,1,3.5,3.5,3.5,3.5,0,0,16.12,0.42672,14.54,11.51,0.254,NA,197.6,NA,GRASS,PERENNIAL,GRASS,60
620,POA SECUNDA,4713,octc.us,1,165.0442414,16.50442414,148.2465954,14.82465954,-16.797646,-1.6797646,16.12,0.42672,14.54,11.51,0.254,NA,197.6,NA,GRASS,PERENNIAL,GRASS,57
129,BROMUS DIANDRUS,5925,scruzm.us,1,9.0340522,2.25851305,2.1978022,2.1978022,-6.83625,-0.06071085,19.4,0.99,NA,39,NA,NA,238.8,NA,GRASS,ANNUAL,GRASS,71
130,BROMUS DIANDRUS,5838,scruzl.us,1,23.2323232,11.6161616,1.2195122,1.2195122,-22.012811,-10.3966494,19.4,0.99,NA,39,NA,NA,238.8,NA,GRASS,ANNUAL,GRASS,70
308,EPILOBIUM ANGUSTIFOLIUM,469,baddrt.de,1,0,0,2.1,1.05,2.1,1.05,26.69696541,1.0483,NA,19.77553761,0.627,NA,261.095,NA,FORB,PERENNIAL,FORB,5
851,VULPIA MYUROS,556,baddrt.de,1,30.4,4.342857143,10.6,3.533333333,-19.8,-0.80952381,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.044,268.91,NA,GRASS,ANNUAL,GRASS,5
852,VULPIA MYUROS,5903,scruzl.us,1,126.2277907,31.55694768,45.4545455,22.72727275,-80.7732452,-8.829674925,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.044,268.91,NA,GRASS,ANNUAL,GRASS,70
853,VULPIA MYUROS,5828,scruzh.us,1,88.9457524,29.64858413,16.5425937,4.135648425,-72.4031587,-25.51293571,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.044,268.91,NA,GRASS,ANNUAL,GRASS,69
854,VULPIA MYUROS,3452,jilpanger.au,1,1.5,0.5,1,0.5,-0.5,0,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.044,268.91,NA,GRASS,ANNUAL,GRASS,39
145,BROMUS STERILIS,444,baddrt.de,1,0.41,0.1025,5,5,4.59,4.8975,27.9,0.658333333,NA,30.5349098,1.5,0.4459545,279.231,NA,GRASS,ANNUAL,GRASS,5
146,BROMUS STERILIS,2116,cowidrt.ca,1,26,13,10,3.333333333,-16,-9.666666667,27.9,0.658333333,NA,30.5349098,1.5,0.4459545,279.231,NA,GRASS,ANNUAL,GRASS,23
212,CERASTIUM GLOMERATUM,2136,cowidrt.ca,1,2,1,4,1,2,0,17.025,0.249,14.7,23.38503171,0.11,0.4988333,318,NA,FORB,ANNUAL,FORB,23
305,EMPETRUM NIGRUM,4214,lygraold.no,1,13,6.5,9,4.5,-4,-2,11.54888567,0.271133333,6.06,9.729822391,0.2532,0.0857764,NA,NA,SHRUB,PERENNIAL,WOODY,49
306,EMPETRUM NIGRUM,4120,lygraint.no,1,6,6,2,2,-4,-4,11.54888567,0.271133333,6.06,9.729822391,0.2532,0.0857764,NA,NA,SHRUB,PERENNIAL,WOODY,48
245,CORNUS SUECICA,4108,lygraint.no,1,0,0,1,1,1,1,19.69489943,0.171111111,7.812801366,32.24866466,NA,0.1481156,NA,NA,FORB,PERENNIAL,WOODY,48
682,SALIX REPENS,3141,hoide.de,1,1,1,15,15,14,14,17.00382579,0.812,5.44,12.90991206,0.2303,0.152,NA,NA,SHRUB,PERENNIAL,WOODY,35
397,GYMNADENIA CONOPSEA,5362,pineta.es,1,0,0,1,0.5,1,0.5,28.85621237,0.45,NA,19.92759166,0.07,NA,NA,NA,FORB,PERENNIAL,FORB,63
661,RHINANTHUS MINOR,127,allmendb.ch,1,1.25,0.416666667,6,2,4.75,1.583333333,34.3558401,0.395833333,NA,18.84206584,0.08,NA,NA,NA,FORB,ANNUAL,FORB,1
662,RHINANTHUS MINOR,267,allmendo.ch,1,3.25,1.083333333,2.5,0.833333333,-0.75,-0.25,34.3558401,0.395833333,NA,18.84206584,0.08,NA,NA,NA,FORB,ANNUAL,FORB,2
663,RHINANTHUS MINOR,692,bayrdrt.de,1,0.1,0.1,2,2,1.9,1.9,34.3558401,0.395833333,NA,18.84206584,0.08,NA,NA,NA,FORB,ANNUAL,FORB,6
386,GEUM CANADENSE,2748,esw.ca,1,1,1,1,1,0,0,NA,12.3,NA,20.2434208,0.1016,NA,NA,NA,FORB,PERENNIAL,FORB,28
725,SOLDANELLA PUSILLA,5335,passogavia.it,1,50.4,10.08,68,13.6,17.6,3.52,NA,0.02,NA,16.8,0.11,NA,NA,NA,FORB,PERENNIAL,FORB,62
252,CRUCIATA GLABRA,5348,pineta.es,1,0.5,0.5,0.5,0.5,0,0,17.002,0.194,NA,21.52069774,0.14,NA,NA,NA,FORB,PERENNIAL,FORB,63
69,ARISTIDA STRICTA,5625,sand.us,1,80,26.66666667,81,27,1,0.333333333,11.1128167,1.18872,NA,6.79,0.1524,NA,NA,NA,GRAMINOID,PERENNIAL,GRASS,67
564,PASPALUM VAGINATUM,1987,chilcasdrt.ar,1,0.25,0.25,0.25,0.25,0,0,3.6045301,0.03048,15.6,10.41,0.1524,NA,NA,NA,GRASS,PERENNIAL,GRASS,19
233,CLAYTONIA PERFOLIATA,2139,cowidrt.ca,1,23,11.5,65,21.66666667,42,10.16666667,24.6,0.222866667,NA,52.4560081,0.1524,NA,NA,NA,FORB,BOTH,FORB,23
783,TEUCRIUM CAPITATUM,2468,ebro.es,1,3.412924054,1.137641351,0.457277333,0.152425778,-2.955646721,-0.985215574,20.04659333,0.085,NA,13.33,0.2,NA,NA,NA,SUBSHRUB,PERENNIAL,WOODY,26
178,CAREX ECHINATA,4098,lygraint.no,1,0,0,1,1,1,1,17.8,0.33305,NA,15.53,0.2032,NA,NA,NA,GRAMINOID,PERENNIAL,GRAMINOID,48
179,CAREX ECHINATA,4201,lygraold.no,1,0,0,1,1,1,1,17.8,0.33305,NA,15.53,0.2032,NA,NA,NA,GRAMINOID,PERENNIAL,GRAMINOID,49
140,BROMUS RUBENS,2918,gmgranite.us,1,2.5,0.5,0.5,0.5,-2,0,28.7686987,0.39624,NA,18.713372,0.2032,NA,NA,NA,GRASS,ANNUAL,GRASS,32
141,BROMUS RUBENS,2949,gmmolar.us,1,9,1.285714286,10,1.428571429,1,0.142857143,28.7686987,0.39624,NA,18.713372,0.2032,NA,NA,NA,GRASS,ANNUAL,GRASS,33
142,BROMUS RUBENS,4618,nnss.us,1,29.8615225,2.98615225,2.4126596,0.48253192,-27.4488629,-2.50362033,28.7686987,0.39624,NA,18.713372,0.2032,NA,NA,NA,GRASS,ANNUAL,GRASS,55
143,BROMUS RUBENS,1406,capmcd.us,1,2,0.5,0.5,0.5,-1.5,0,28.7686987,0.39624,NA,18.713372,0.2032,NA,NA,NA,GRASS,ANNUAL,GRASS,11
541,NARTHECIUM OSSIFRAGUM,4249,lygraold.no,1,0,0,6,3,6,3,24.7,0.2325,NA,24.15,0.22,NA,NA,NA,FORB,PERENNIAL,FORB,49
313,EQUISETUM ARVENSE,6187,teshio.jp,1,24,4,33,5.5,9,1.5,20.06733732,0.344317143,NA,13.18450744,0.2262,NA,NA,NA,FORB,PERENNIAL,FORB,77
314,EQUISETUM ARVENSE,2582,elvadrt.ee,1,1,1,4,1.333333333,3,0.333333333,20.06733732,0.344317143,NA,13.18450744,0.2262,NA,NA,NA,FORB,PERENNIAL,FORB,27
435,HOLOSTEUM UMBELLATUM,2753,esw.ca,1,1,1,1,1,0,0,NA,0.161666667,NA,35.26333333,0.24,NA,NA,NA,FORB,ANNUAL,FORB,28
436,HOLOSTEUM UMBELLATUM,3833,kiskun.hu,1,3.51,0.702,0.12,0.04,-3.39,-0.662,NA,0.161666667,NA,35.26333333,0.24,NA,NA,NA,FORB,ANNUAL,FORB,45
635,PRIMULA GLUTINOSA,5323,passogavia.it,1,4.9,0.98,1.5,0.75,-3.4,-0.23,27,NA,NA,13.58757528,0.2515,NA,NA,NA,FORB,PERENNIAL,FORB,62
558,PAPPOSTIPA SPECIOSA,6141,spvdrt.ar,1,3,1.5,4,1.333333333,1,-0.166666667,NA,0.6096,NA,4.202740187,0.254,NA,NA,NA,GRASS,PERENNIAL,GRASS,76
163,CAMASSIA QUAMASH,2121,cowidrt.ca,1,6,3,5,5,-1,2,NA,0.70104,NA,12.08,0.254,NA,NA,NA,GRASS,PERENNIAL,FORB,23
802,TRIDENS FLAVUS,3978,konzadrt.us,1,0,0,1,1,1,1,NA,0.660992,NA,12.5091284,0.254,NA,NA,NA,GRASS,PERENNIAL,GRASS,46
746,SORGHUM HALEPENSE,5690,sclaudio.ar,1,40,10,61,15.25,21,5.25,22.2,1.3834,NA,17.98889051,0.254,NA,NA,NA,GRAMINOID,PERENNIAL,GRASS,68
777,SYMPHYOTRICHUM NOVI-BELGII,6206,teshio.jp,1,0,0,1,1,1,1,16.3812,1.367933333,NA,19.6,0.254,NA,NA,NA,FORB,PERENNIAL,FORB,77
323,ERIGERON STRIGOSUS,4776,oklah.us,1,3.5,1.75,3.5,1.75,0,0,12.3765,0.566,NA,24.97386549,0.254,NA,NA,NA,FORB,PERENNIAL,FORB,58
324,ERIGERON STRIGOSUS,3922,konzadrt.us,1,1,1,1,1,0,0,12.3765,0.566,NA,24.97386549,0.254,NA,NA,NA,FORB,ANNUAL,FORB,46
183,CAREX LIPAROCARPOS,3818,kiskun.hu,1,0,0,0.5,0.5,0.5,0.5,20.95166667,NA,NA,25.83979328,0.26,NA,NA,NA,GRASS,PERENNIAL,GRAMINOID,45
474,LEPIDOSPERMA CARPHOIDES,3412,jilpanger.au,1,5,5,0.5,0.5,-4.5,-4.5,5.7,0.5,NA,2.685549,0.28,NA,NA,NA,GRAMINOID,PERENNIAL,GRAMINOID,39
405,HELIANTHEMUM MARIFOLIUM,2430,ebro.es,1,3.280572167,1.093524056,3.557425667,1.185808556,0.2768535,0.0922845,NA,0.3,NA,7.659559676,0.28,NA,NA,NA,SHRUB,PERENNIAL,WOODY,26
364,FUMANA PROCUMBENS,3830,kiskun.hu,1,20.5,6.833333333,6.5,3.25,-14,-3.583333333,16,0.15,NA,8.22,0.28,NA,NA,NA,FORB,PERENNIAL,FORB,45
512,LYCIUM PALLIDUM,4635,nnss.us,1,5.1748451,5.1748451,8.3396542,2.779884733,3.1648091,-2.394960367,26.13809524,2.1336,NA,11.3,0.3048,NA,NA,NA,SHRUB,PERENNIAL,WOODY,55
39,AMBROSIA DUMOSA,4616,nnss.us,1,76.0434813,7.60434813,47.1178322,4.71178322,-28.9256491,-2.89256491,29.546,0.6096,NA,14.1,0.3048,NA,NA,NA,SHRUB,PERENNIAL,WOODY,55
46,ANAGALLIS ARVENSIS,5702,scruzh.us,1,18.0659755,4.516493875,5.6818182,5.6818182,-12.3841573,1.165324325,25,0.187,NA,28.34396552,0.315,NA,NA,NA,FORB,ANNUAL,FORB,69
514,LYSIMACHIA NUMMULARIA,5579,rhijn.nl,1,0,0,2,2,2,2,17.1,0.5,NA,30.86299914,0.32,NA,NA,NA,FORB,PERENNIAL,FORB,66
792,THYMUS VULGARIS,2476,ebro.es,1,5.665300747,1.888433582,6.026854166,2.008951389,0.361553419,0.120517806,15.125,0.08,NA,10.34931507,0.3318,NA,NA,NA,SUBSHRUB,PERENNIAL,WOODY,26
793,THYMUS VULGARIS,2017,ciempoz.es,1,51.1425,8.52375,47.485,7.914166667,-3.6575,-0.609583333,15.125,0.08,NA,10.34931507,0.3318,NA,NA,NA,SUBSHRUB,PERENNIAL,WOODY,20
52,ANDROPOGON VIRGINICUS,5624,sand.us,1,0,0,12,12,12,12,13.3,0.763593333,NA,11.86738259,0.3556,NA,NA,NA,GRAMINOID,PERENNIAL,GRASS,67
664,RHUS COPALLINUM,5656,sand.us,1,0,0,6,6,6,6,NA,1.523547826,NA,15.20265619,0.3556,NA,NA,NA,TREE,PERENNIAL,WOODY,67
665,RHUS COPALLINUM,4833,oklah.us,1,15,15,0.5,0.5,-14.5,-14.5,NA,1.523547826,NA,15.20265619,0.3556,NA,NA,NA,TREE,PERENNIAL,WOODY,58
348,FESTUCA IDAHOENSIS,2052,cmss.us,1,55,27.5,75,25,20,-2.5,10.3118547,0.6096,NA,42.75,0.3556,NA,NA,NA,GRASS,PERENNIAL,GRASS,21
