,AccSpeciesName,Leaf area,Leaf carbon (C) content per leaf dry mass,Leaf nitrogen (N) content per leaf dry mass,Plant height vegetative,Root carbon (C) content per root dry mass,Root nitrogen (N) content per root dry mass,Seed dry mass,Seed germination rate (germination efficiency),Specific leaf area,Leaf thickness,Leaf nitrogen (N) content per leaf area,Root rooting depth,Dispersal unit dry mass,Dispersal unit thickness,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Photosynthesis rate per leaf dry mass,Leaf carbon (C) content per leaf area,Fine root carbon/nitrogen (C/N) ratio,Coarse root carbon/nitrogen (C/N) ) ratio,"Root type, root architecture",Root/shoot ratio,Leaf carbon isotope signature (delta 13C),Root diameter,"Fine root length per fine root dry mass (specific fine root length, SRL)",Photosynthesis rate per leaf transpiration (photosynthetic water use effinciency: WUE),Coarse root nitrogen (N) content per coarse root dry mass,Fine root carbon (C) content per fine root dry mass,Fine root dry mass per fine root fresh mass (fine root dry matter content; RDMC),Fine root nitrogen (N) content per fine root dry mass,Coarse root dry mass per ground area,Fine root dry mass per ground area
817,Prunella vulgaris,675.3333333,NA,16.811555,0.250255556,NA,5.87871,0.904925132,95,22.91466839,0.149,NA,0.254,0.673,0.73,0.161865448,NA,NA,NA,NA,NA,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,Prunus angustifolia,NA,NA,NA,3.6576,NA,NA,441.0446658,NA,NA,NA,NA,0.6096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,Prunus avium,NA,461.9,19.905,21.58,NA,NA,250.4632583,NA,17.85468368,0.144,NA,NA,170,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,Prunus caroliniana,NA,NA,NA,6.6,NA,NA,NA,NA,13.95324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,Prunus serotina,2543.644611,468.9835455,23.82666526,16.68757143,NA,NA,110.8304801,NA,18.67550715,0.147803736,1.00741,0.9144,NA,7.425,0.321963135,0.169439752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822,Prunus spinosa,472.2416667,464.0525585,30.57450812,2.8768,NA,NA,193.7774031,30,19.55449164,0.149402083,NA,NA,914.7515,8.59,0.327342317,0.117489755,NA,NA,NA,NA,NA,NA,NA,1359.625,NA,NA,NA,NA,NA,NA,NA
823,Pseudognaphalium californicum,NA,NA,NA,NA,NA,NA,0.01775,99.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,Pseudotsuga menziesii,NA,482.6,11.30651301,65.53752381,NA,NA,349.5413991,NA,6.675074762,0.442804286,NA,0.6604,NA,NA,NA,0.036533333,NA,139.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644.4676595
825,Psidium salutare,NA,NA,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,Pteridium aquilinum,NA,NA,21.68333333,1.99667,NA,NA,0.001,NA,16.98656271,0.263333333,NA,0.254,NA,NA,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,Ptilotus obovatus,54.7722,NA,NA,0.566666667,NA,NA,3.394,NA,7.440821539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,Ptilotus polystachyus,333,NA,NA,1,NA,NA,1.612333333,NA,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829,Purshia tridentata,NA,NA,21.4,1.8288,NA,NA,24.5891058,93,NA,NA,NA,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830,Quercus ellipsoidalis,4403.966623,473.5097778,24.88184444,21,NA,NA,1704.66,NA,18.07068773,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
831,Quercus garryana,NA,NA,NA,20.501,NA,NA,4688.979915,NA,NA,NA,NA,1.0668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,Quercus incana,NA,NA,17.5,3.3,NA,NA,1000,NA,9.928415767,NA,NA,NA,NA,NA,NA,0.0798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,Quercus laevis,NA,NA,17.5,8.284,NA,NA,1148.63787,NA,9.0256783,NA,NA,0.762,NA,NA,NA,0.07568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,Quercus macrocarpa,5925.548238,468.339381,22.33361905,19.05,NA,NA,6109.482448,NA,17.62680085,0.125235632,NA,0.7112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,Quercus marilandica,NA,NA,13.786,13.429,NA,NA,646.9979296,NA,NA,NA,NA,0.6096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
836,Quercus robur,3039.738,478.419374,24.42945338,28.99780993,NA,6.81818,3026.534722,NA,15.01987684,0.146849383,1.644375,NA,NA,14.33,0.334603739,0.08375,NA,NA,NA,NA,NA,NA,NA,827.217233,NA,NA,NA,NA,NA,NA,NA
837,Quercus rubra,5084.883333,NA,21.26275285,20.46877333,NA,NA,2738.773722,NA,17.85543564,0.139456833,1.33675,0.9144,3360.1,18.5,0.382550594,0.11409957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838,Rafinesquia neomexicana,NA,NA,NA,NA,NA,NA,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
839,Ranunculus acris,439.0756322,431.3919054,24.40250649,0.455420833,NA,11.25,1.544898462,95,22.35741937,0.299166667,1.392668397,NA,1.736,0.73,0.213686451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840,Ranunculus bulbosus,1081.333333,NA,18.82025006,0.243,NA,NA,2.619350694,78.33333333,17.8609226,0.348666667,NA,NA,3.918,0.79,0.188333333,NA,NA,NA,NA,NA,1.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,Ranunculus occidentalis,NA,NA,NA,NA,NA,NA,2.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
842,Ranunculus repens,2549.466667,NA,23.05293867,0.369253333,NA,NA,5.149056315,6,29.1838443,0.235833333,NA,0.1524,1.82,0.94,0.182175833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
843,Ranunculus rhomboideus,1262.198417,446.229,15.478,NA,NA,NA,NA,NA,17.75698741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
844,Ranunculus victoriensis,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
845,Raphanus sativus,10251.69,NA,NA,0.715,NA,NA,15.43005882,75,34.60857143,NA,NA,NA,NA,10.5,0.117916667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
846,Ratibida columnifera,NA,NA,NA,0.94488,NA,NA,0.558143216,99.4,NA,NA,NA,0.3556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847,Rhaponticum coniferum,NA,NA,NA,0.3,NA,NA,6.52,100,8.448311785,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848,Rhinanthus minor,246.6666667,415.6329366,34.3558401,0.395833333,NA,NA,2.453437925,95.8,18.84206584,0.29275,NA,NA,NA,NA,0.162315964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,Rhodanthe floribunda,28.9083,NA,NA,0.25,NA,NA,0.348833333,NA,22.32616445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850,Rhodanthe pygmaea,NA,NA,NA,NA,NA,NA,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
851,Rhus copallinum,NA,NA,NA,1.523547826,NA,NA,8.58066287,NA,15.20265619,NA,NA,0.3556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,Rhus glabra,8087.074917,478.9841818,15.69213636,4.8288,NA,NA,8.308210326,NA,15.60040445,NA,NA,0.6096,NA,NA,0.410016451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
853,Rhynchosia totta,NA,NA,28.9,NA,NA,NA,39.8,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,Richardia humistrata,NA,NA,NA,0.044333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855,Richardia scabra,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
856,Robinia hispida,NA,NA,NA,NA,NA,NA,17.86333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857,Roepera iodocarpa,87.121,NA,NA,0.29,NA,NA,2.74,NA,10.57293689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858,Romulea rosea,NA,NA,NA,NA,NA,NA,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
859,Rosa acicularis,NA,NA,10.65,0.762,NA,NA,12.54153986,NA,NA,NA,NA,0.1524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860,Rosa arkansana,2052.76675,433.2345,17.3145,0.314166667,NA,NA,14.9,NA,17.98307476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202533563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861,Rosa canina,NA,NA,27.13333333,2.513916667,NA,NA,104.4832857,81.5,22.76178981,0.11359,NA,NA,22.627,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,Rubia peregrina,303,417,13.1,0.25275,NA,NA,24.96151667,NA,14.4517037,NA,NA,NA,NA,NA,0.228473333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863,Rubus trivialis,NA,NA,NA,NA,NA,NA,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
864,Rubus ursinus,1793,NA,20.1,1.5048,NA,NA,1.785302715,NA,28.919,NA,0.69504478,0.3556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
865,Rudbeckia hirta,NA,NA,28.33854,0.48345,NA,NA,0.263770653,100,19.67108394,0.24,NA,0.254,NA,0.6,0.211065384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
866,Ruellia humilis,NA,NA,NA,0.502906667,NA,NA,3.750411836,NA,12.07550636,NA,NA,0.1016,NA,NA,0.518555292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867,Ruellia morongii,NA,NA,NA,0.035,NA,NA,NA,NA,NA,0.660714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
868,Rumex acetosa,1342.4365,452.33,40.4730773,0.63555,NA,NA,0.7405375,96.66666667,25.84234182,0.3155,2.024358678,NA,1.247333333,2.763333333,0.103332727,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869,Rumex acetosella,312.3011333,433.05,34.93757406,0.173251786,NA,18.76112,0.585597813,86,26.0517312,0.342666667,NA,NA,0.36,0.96,0.128587636,NA,NA,NA,45.42880758,NA,0.191822554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,Rumex crispus,6290,439.7947272,28.64619072,0.846916667,NA,3.807,1.773211842,98.2,28.96982449,NA,NA,NA,2.430666667,3.19,0.136728815,NA,NA,NA,NA,NA,NA,NA,NA,1056.194309,NA,NA,NA,NA,NA,NA,NA
871,Rumex hastatulus,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
872,Rytidosperma caespitosum,310.75005,NA,NA,0.55,NA,NA,NA,NA,5.683135408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
873,Rytidosperma nudiflorum,NA,NA,NA,NA,NA,NA,1.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,Sabal minor,NA,NA,NA,1.9812,NA,NA,226.4492754,NA,NA,NA,NA,0.4572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
875,Salix herbacea,140.4742179,540.3332123,23.22611667,0.034166667,NA,10.25,0.291333333,NA,16.45337359,0.18925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
876,Salix repens,138.6528571,NA,17.00382579,0.812,NA,NA,0.044,NA,12.90991206,NA,NA,NA,NA,NA,0.390733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,Salvia columbariae,NA,NA,NA,NA,NA,NA,0.6778,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,Salvia pratensis,6575.938,NA,19.3,0.520833333,NA,NA,2.13107037,100,24.4875,NA,NA,NA,1.96,1.32,0.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,Salvia verbenaca,13333,NA,NA,0.508333333,NA,NA,2.044,100,11.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
880,Sanguisorba minor,3124.25,458,19.82857143,0.340136667,NA,NA,6.194200572,89.6,17.81475981,0.14875,NA,0.3048,4.441333333,2.003333333,0.330051111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,Sanicula crassicaulis,NA,NA,NA,NA,NA,NA,5.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,Sassafras albidum,NA,NA,NA,14.37586667,NA,NA,82.70240338,NA,17.85959559,0.142530308,NA,0.4572,NA,NA,NA,0.146824534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,Scabiosa columbaria,5293.333333,NA,21.2,0.594444444,NA,NA,1.867481481,NA,19.16302632,NA,NA,NA,2.073333333,1.72,0.171333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,Schismus arabicus,NA,NA,NA,NA,NA,4.05,0.0675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,Schismus barbatus,67,NA,NA,0.25,NA,NA,0.040333333,NA,18.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,Schizachyrium scoparium,456.2209586,444.8279,11.35103139,0.726385185,432.1,7.8,1.385477078,NA,22.36209662,0.09,NA,0.3048,NA,NA,0.389647039,NA,NA,71.30034186,61.28840793,NA,0.476882281,-16,0.2,NA,NA,NA,NA,NA,NA,NA,NA
887,Schoenoplectus americanus,NA,NA,NA,NA,NA,NA,1.355,NA,6.657789614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,Scleria triglomerata,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,Sclerolaena decurrens,15.811375,NA,NA,0.25,NA,NA,3.88,94,9.266021437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,Sclerolaena diacantha,13.64983333,NA,NA,0.354166667,NA,NA,4.128833333,NA,4.445479003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,Sclerolaena eriacantha,16.1843,NA,NA,0.2,NA,NA,16.18,NA,7.535749722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,Sclerolaena obliquicuspis,6.90916,NA,NA,0.344,NA,NA,0.35,NA,5.154593376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,Sclerolaena tricuspis,7.9389,NA,NA,0.8,NA,NA,6.75,NA,3.203377976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,Scorzoneroides autumnalis,185.5803226,430.6309329,19.34660756,0.310966667,NA,NA,0.742329167,100,21.52466367,NA,0.902032381,NA,0.771333333,0.34,0.159158935,NA,NA,NA,NA,NA,0.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,Scorzoneroides helvetica,NA,NA,NA,NA,NA,NA,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,Scutellaria galericulata,541.27,NA,NA,0.345833333,NA,NA,0.751068889,85,40.14142857,NA,NA,NA,0.655,0.92,0.21395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,Scutellaria racemosa,NA,NA,NA,0.0309,NA,NA,0.28,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,Secale sylvestre,NA,NA,NA,NA,NA,NA,10.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,Sedum lanceolatum,NA,NA,NA,NA,NA,NA,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,Sedum stenopetalum,NA,NA,NA,NA,NA,NA,0.01575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,Senecio deltoideus,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,Senecio leucanthemifolius,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,Senecio madagascariensis,NA,NA,NA,NA,NA,NA,0.26,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,Senecio miser,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,Senna aphylla,NA,NA,20.6,NA,NA,NA,NA,NA,3.754881776,1.446666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,Senna bauhinioides,NA,NA,NA,NA,NA,NA,4.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,Sericocarpus asteroides,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,Setaria leucopila,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,Setaria nigrirostris,NA,451.6,12.8,NA,459.9,3.5,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.83,0.3,NA,NA,NA,NA,NA,NA,NA,NA
910,Setaria pampeana,NA,NA,24.7,NA,NA,NA,NA,NA,19.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,Setaria parviflora,NA,NA,NA,0.316785714,NA,NA,0.981,52,9.88492,0.0969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,Setaria sphacelata,NA,NA,10.0375,NA,NA,NA,0.7025,65.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,Setaria viridis,1187.425,410.01,23.18,0.7475,NA,NA,1.19047619,50.5,36.42359769,NA,NA,NA,0.811,0.793333333,0.265182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,Sida corrugata,84.60673333,NA,NA,0.2,NA,NA,2.39,NA,7.84127854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,Sida intricata,31.5056,NA,NA,0.15,NA,NA,NA,NA,9.605365854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,Sida rhombifolia,94.7118,NA,NA,0.239508333,NA,NA,2.59,91.54545455,8.755430975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,Silene conica,NA,NA,NA,0.2825,NA,NA,0.339822222,99.75,70.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,Silene nutans,1277,436.82,35.742,0.454166667,NA,NA,0.361283766,98.28571429,19.43385725,NA,1.645695451,NA,NA,NA,0.168,NA,NA,NA,NA,NA,2.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,Silene otites,179.4916667,NA,NA,0.445833333,NA,NA,0.22777381,91.5,12.96333333,NA,NA,NA,NA,NA,0.226626667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,Silene vulgaris,1179.5,424.4594621,27.69299517,0.39446,NA,NA,1.040270556,95.71428571,25.35005629,NA,0.877453923,NA,NA,NA,0.168453132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,Silybum marianum,NA,NA,NA,1.175,NA,NA,20.58355556,96.25,NA,NA,NA,NA,32.393,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,Sisymbrium altissimum,5869.384,NA,NA,0.7195,NA,NA,0.210428571,95,21.30571429,NA,NA,NA,NA,NA,0.12426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,Sisyrinchium albidum,NA,NA,NA,0.232,NA,NA,0.4,NA,20.41096378,NA,NA,NA,NA,NA,0.402002172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,Sisyrinchium bellum,NA,NA,NA,NA,NA,NA,2.077875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,Sisyrinchium campestre,380.6297556,443.0033333,12.11333333,NA,NA,NA,0.46,NA,11.59588118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
926,Sisyrinchium micranthum,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
927,Sisyrinchium montanum,NA,NA,NA,0.225,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
928,Sisyrinchium platense,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
929,Solanum americanum,NA,NA,NA,NA,NA,NA,0.858,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
930,Solanum carolinense,NA,NA,NA,NA,NA,NA,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
931,Solanum elaeagnifolium,NA,NA,NA,NA,NA,NA,5.35,75,11.75,0.620651667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
932,Solanum ellipticum,941.8584333,NA,NA,0.333333333,NA,NA,1.04,NA,5.402244049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
933,Soldanella pusilla,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
