,dataset_id,taxon_name,observation_id,trait_name,value,unit,,entity_type,value_type,basis_of_value,replicates,basis_of_record,life_stage,population_id,individual_id,temporal_id,source_id,location_id,entity_context_id,plot_id,treatment_id,collection_date,measurement_remarks,method_id,original_name
2921,Metcalfe_2020_2,Digitaria ciliaris,167,plant_height,1,m,,species,maximum,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,2020/2020,NA,NA,Digitaria ciliaris
4549,SAH_2014,Digitaria ciliaris,794,plant_height,0.15,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Digitaria ciliaris
4550,SAH_2014,Digitaria ciliaris,794,plant_height,0.7,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Digitaria ciliaris
3841,NHNSW_2014_2,Diplotaxis tenuifolia,2099,plant_height,0.2,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Diplotaxis tenuifolia
3842,NHNSW_2014_2,Diplotaxis tenuifolia,2099,plant_height,0.8,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Diplotaxis tenuifolia
4551,SAH_2014,Diplotaxis tenuifolia,810,plant_height,0.2,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Diplotaxis tenuifolia
4552,SAH_2014,Diplotaxis tenuifolia,810,plant_height,0.8,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Diplotaxis tenuifolia
154,Angevin_2011,Distichlis distichophylla,61,leaf_area,10.463,mm2,,population,mean,measurement,10,field,adult,1,NA,NA,NA,1,NA,NA,NA,2010/2010,NA,NA,Distichlis distichophylla
3452,Mokany_2015,Distichlis distichophylla,385,leaf_area,314.159,mm2,,species,mean,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,2015/2015,NA,NA,Distichlis distichophylla
3526,Moore_2019_2,Distichlis distichophylla,271,leaf_area,532.93,mm2,,population,mean,measurement,1,lab,adult,1,NA,NA,NA,1,NA,NA,1,2014-06/2015-03,NA,NA,Distichlis distichophylla
3529,Moore_2019_2,Distichlis distichophylla,278,leaf_area,602.62,mm2,,population,mean,measurement,1,lab,adult,2,NA,NA,NA,1,NA,NA,2,2014-06/2015-03,NA,NA,Distichlis distichophylla
3532,Moore_2019_2,Distichlis distichophylla,285,leaf_area,612.28,mm2,,population,mean,measurement,1,lab,adult,3,NA,NA,NA,1,NA,NA,3,2014-06/2015-03,NA,NA,Distichlis distichophylla
155,Angevin_2011,Distichlis distichophylla,61,leaf_dry_matter_content,0.5708,g/g,,population,mean,measurement,10,field,adult,1,NA,NA,NA,1,NA,NA,NA,2010/2010,NA,NA,Distichlis distichophylla
3527,Moore_2019_2,Distichlis distichophylla,271,leaf_dry_matter_content,0.32365,g/g,,population,mean,measurement,1,lab,adult,1,NA,NA,NA,1,NA,NA,1,2014-06/2015-03,NA,NA,Distichlis distichophylla
3530,Moore_2019_2,Distichlis distichophylla,278,leaf_dry_matter_content,0.33846,g/g,,population,mean,measurement,1,lab,adult,2,NA,NA,NA,1,NA,NA,2,2014-06/2015-03,NA,NA,Distichlis distichophylla
3533,Moore_2019_2,Distichlis distichophylla,285,leaf_dry_matter_content,0.332,g/g,,population,mean,measurement,1,lab,adult,3,NA,NA,NA,1,NA,NA,3,2014-06/2015-03,NA,NA,Distichlis distichophylla
156,Angevin_2011,Distichlis distichophylla,61,leaf_mass_per_area,295.6830278,g/m2,,population,mean,measurement,10,field,adult,1,NA,NA,NA,1,NA,NA,NA,2010/2010,NA,NA,Distichlis distichophylla
3528,Moore_2019_2,Distichlis distichophylla,271,leaf_mass_per_area,146.4128843,g/m2,,population,mean,measurement,1,lab,adult,1,NA,NA,NA,1,NA,NA,1,2014-06/2015-03,NA,NA,Distichlis distichophylla
3531,Moore_2019_2,Distichlis distichophylla,278,leaf_mass_per_area,182.4817518,g/m2,,population,mean,measurement,1,lab,adult,2,NA,NA,NA,1,NA,NA,2,2014-06/2015-03,NA,NA,Distichlis distichophylla
3534,Moore_2019_2,Distichlis distichophylla,285,leaf_mass_per_area,135.501355,g/m2,,population,mean,measurement,1,lab,adult,3,NA,NA,NA,1,NA,NA,3,2014-06/2015-03,NA,NA,Distichlis distichophylla
157,Angevin_2011,Distichlis distichophylla,61,plant_height,0.072,m,,population,maximum,measurement,10,field,adult,1,NA,NA,NA,1,NA,NA,NA,2010/2010,NA,NA,Distichlis distichophylla
1712,GrassBase_2014,Distichlis distichophylla,336,plant_height,0.07,m,,species,minimum,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Distichlis distichophylla
1713,GrassBase_2014,Distichlis distichophylla,336,plant_height,0.6,m,,species,maximum,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Distichlis distichophylla
3843,NHNSW_2014_2,Distichlis distichophylla,2116,plant_height,0.1,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Distichlis distichophylla
3844,NHNSW_2014_2,Distichlis distichophylla,2116,plant_height,0.3,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Distichlis distichophylla
4553,SAH_2014,Distichlis distichophylla,820,plant_height,0.1,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Distichlis distichophylla
4554,SAH_2014,Distichlis distichophylla,820,plant_height,0.3,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Distichlis distichophylla
5320,Williams_2011,Distichlis distichophylla,401,plant_height,0.2,m,,species,maximum,measurement,NA,field,adult,NA,NA,NA,NA,3,NA,NA,NA,2011/2013,NA,NA,Distichlis distichophylla
158,Angevin_2011,Distichlis distichophylla,61,seed_dry_mass,0.452,mg,,population,mean,measurement,10,field,adult,1,NA,NA,NA,1,NA,NA,NA,2010/2010,NA,NA,Distichlis distichophylla
2028,Kew_2019_1,Distichlis distichophylla,4466,seed_dry_mass,1.4216,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,1,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Distichlis distichophylla
3453,Mokany_2015,Distichlis distichophylla,385,seed_dry_mass,1.424,mg,,species,mean,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,2015/2015,NA,NA,Distichlis distichophylla
159,Angevin_2011,Drosera aberrans,62,leaf_area,498.307,mm2,,population,mean,measurement,10,field,adult,1,NA,NA,NA,1,NA,NA,NA,2010/2010,NA,NA,Drosea aberrans
2846,Meers_2007,Drosera aberrans,102,leaf_area,102.3,mm2,,population,mean,measurement,5,field,adult,1,NA,NA,NA,1,NA,NA,NA,2004/2004,NA,NA,Drosera whittakeri ssp. aberrans
160,Angevin_2011,Drosera aberrans,62,leaf_dry_matter_content,0.9457,g/g,,population,mean,measurement,10,field,adult,1,NA,NA,NA,1,NA,NA,NA,2010/2010,NA,NA,Drosea aberrans
161,Angevin_2011,Drosera aberrans,62,leaf_mass_per_area,153.7279016,g/m2,,population,mean,measurement,10,field,adult,1,NA,NA,NA,1,NA,NA,NA,2010/2010,NA,NA,Drosea aberrans
2847,Meers_2007,Drosera aberrans,102,leaf_mass_per_area,38.35826621,g/m2,,population,mean,measurement,5,field,adult,1,NA,NA,NA,1,NA,NA,NA,2004/2004,NA,NA,Drosera whittakeri ssp. aberrans
2849,Meers_2007,Drosera aberrans,103,plant_height,0.03,m,,species,maximum,measurement,NA,field,adult,NA,NA,NA,NA,1,NA,NA,NA,2004/2004,NA,NA,Drosera whittakeri ssp. aberrans
3596,Morgan_2011_1,Drosera aberrans,249,plant_height,0.05,m,,population,maximum,measurement,unknown,field,adult,1,NA,NA,NA,1,NA,NA,NA,2011/2011,NA,NA,Drosera whittakeri subsp. aberrans
162,Angevin_2011,Drosera aberrans,62,seed_dry_mass,0.27,mg,,population,mean,measurement,10,field,adult,1,NA,NA,NA,1,NA,NA,NA,2010/2010,NA,NA,Drosea aberrans
2848,Meers_2007,Drosera aberrans,102,seed_dry_mass,0.34,mg,,population,mean,measurement,5,field,adult,1,NA,NA,NA,1,NA,NA,NA,2004/2004,NA,NA,Drosera whittakeri ssp. aberrans
699,Dwyer_2017,Drosera glanduligera,242,plant_height,0.002,m,,population,maximum,measurement,1,field,adult,1,NA,NA,NA,1,NA,NA,NA,2011,NA,NA,Drosera glanduligera
700,Dwyer_2017,Drosera glanduligera,243,plant_height,0.003840846,m,,population,maximum,measurement,6,field,adult,7,NA,NA,NA,7,NA,NA,NA,2011,NA,NA,Drosera glanduligera
701,Dwyer_2017,Drosera glanduligera,244,plant_height,0.002,m,,population,maximum,measurement,2,field,adult,11,NA,NA,NA,11,NA,NA,NA,2011,NA,NA,Drosera glanduligera
702,Dwyer_2017,Drosera glanduligera,245,plant_height,0.004536207,m,,population,maximum,measurement,74,field,adult,12,NA,NA,NA,12,NA,NA,NA,2011,NA,NA,Drosera glanduligera
3595,Morgan_2011_1,Drosera glanduligera,241,plant_height,0.05,m,,population,maximum,measurement,unknown,field,adult,1,NA,NA,NA,1,NA,NA,NA,2011/2011,NA,NA,Drosera glanduligera
5220,WAH_1998,Drosera glanduligera,1883,plant_height,0.06,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1998,NA,NA,Drosera glanduligera
5284,Wheeler_2002,Drosera glanduligera,491,plant_height,0.05,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,2014/2014,NA,NA,Drosera glandulifera
2029,Kew_2019_1,Drosera glanduligera,4618,seed_dry_mass,0.0288,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,1,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Drosera glanduligera
2030,Kew_2019_1,Drosera glanduligera,4619,seed_dry_mass,0.03424,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,2,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Drosera glanduligera
2031,Kew_2019_1,Drosera glanduligera,4620,seed_dry_mass,0.0348,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,3,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Drosera glanduligera
4897,Standish_2019,Drosera glanduligera,326,seed_dry_mass,0.08,mg,,population,mean,measurement,NA,literature,adult,1,NA,NA,NA,1,NA,NA,NA,unknown/2019,Approximation: avg seed mass of Drosera species (n = 23).,NA,Drosera glanduligera
2032,Kew_2019_1,Drosera hookeri,4622,seed_dry_mass,0.0269231,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,1,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Drosera hookeri
3845,NHNSW_2014_2,Echinops sphaerocephalus,2228,plant_height,0.5,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Echinops sphaerocephalus
3846,NHNSW_2014_2,Echinops sphaerocephalus,2228,plant_height,2,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Echinops sphaerocephalus
3847,NHNSW_2014_2,Echium vulgare,2231,plant_height,0.3,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Echium vulgare
3848,NHNSW_2014_2,Echium vulgare,2231,plant_height,0.9,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Echium vulgare
4555,SAH_2014,Echium vulgare,860,plant_height,0.8,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Echium vulgare
368,Cooper_2013,Elephantopus mollis,1068,plant_height,1.5,m,,species,maximum,measurement,NA,literature,adult,NA,NA,1,NA,NA,NA,NA,NA,unknown/2013,NA,NA,Elephantopus mollis
2922,Metcalfe_2020_2,Eleusine indica,224,leaf_area,708.75,mm2,,species,mean,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,2020/2020,NA,NA,Eleusine indica
2923,Metcalfe_2020_2,Eleusine indica,224,plant_height,1,m,,species,maximum,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,2020/2020,NA,NA,Eleusine indica
3849,NHNSW_2014_2,Eleusine indica,2280,plant_height,0.267,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Eleusine indica
3850,NHNSW_2014_2,Eleusine indica,2280,plant_height,0.8,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Eleusine indica
4556,SAH_2014,Eleusine indica,882,plant_height,0.9,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Eleusine indica
2924,Metcalfe_2020_2,Eleusine indica,224,seed_dry_mass,0.32,mg,,species,mean,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,2020/2020,NA,NA,Eleusine indica
3454,Mokany_2015,Elymus repens,414,leaf_area,1570.8,mm2,,species,mean,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,2015/2015,NA,NA,Elymus repens
3455,Mokany_2015,Elymus repens,414,plant_height,0.9,m,,species,maximum,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,2015/2015,NA,NA,Elymus repens
4557,SAH_2014,Elymus repens,886,plant_height,1,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Elymus repens
1817,Jurado_1991,Enneapogon avenaceus,185,leaf_area,320,mm2,,population,mean,measurement,unknown,field,adult,1,NA,NA,NA,1,NA,NA,NA,1987/1989,NA,NA,Enneapogon avenaceus
2447,Leishman_1992,Enneapogon avenaceus,207,leaf_area,320,mm2,,population,mean,measurement,10,field,adult,1,NA,NA,NA,1,NA,NA,NA,1996/1996,NA,NA,Enneapogon avenaceus
4988,Vesk_2004,Enneapogon avenaceus,208,leaf_area,34.1,mm2,,individual,raw,measurement,1,field,adult,12,1,NA,NA,12,NA,NA,NA,1999/2001,NA,NA,Enneapogon avenaceus
4991,Vesk_2004,Enneapogon avenaceus,209,leaf_area,68.8,mm2,,individual,raw,measurement,1,field,adult,12,2,NA,NA,12,NA,NA,NA,1999/2001,NA,NA,Enneapogon avenaceus
4994,Vesk_2004,Enneapogon avenaceus,210,leaf_area,64.7,mm2,,individual,raw,measurement,1,field,adult,12,3,NA,NA,12,NA,NA,NA,1999/2001,NA,NA,Enneapogon avenaceus
4997,Vesk_2004,Enneapogon avenaceus,211,leaf_area,77.4,mm2,,individual,raw,measurement,1,field,adult,12,4,NA,NA,12,NA,NA,NA,1999/2001,NA,NA,Enneapogon avenaceus
5000,Vesk_2004,Enneapogon avenaceus,212,leaf_area,90.7,mm2,,individual,raw,measurement,1,field,adult,12,5,NA,NA,12,NA,NA,NA,1999/2001,NA,NA,Enneapogon avenaceus
4989,Vesk_2004,Enneapogon avenaceus,208,leaf_dry_matter_content,0.322,g/g,,individual,raw,measurement,1,field,adult,12,1,NA,NA,12,NA,NA,NA,1999/2001,NA,NA,Enneapogon avenaceus
4992,Vesk_2004,Enneapogon avenaceus,209,leaf_dry_matter_content,0.323,g/g,,individual,raw,measurement,1,field,adult,12,2,NA,NA,12,NA,NA,NA,1999/2001,NA,NA,Enneapogon avenaceus
4995,Vesk_2004,Enneapogon avenaceus,210,leaf_dry_matter_content,0.322,g/g,,individual,raw,measurement,1,field,adult,12,3,NA,NA,12,NA,NA,NA,1999/2001,NA,NA,Enneapogon avenaceus
4998,Vesk_2004,Enneapogon avenaceus,211,leaf_dry_matter_content,0.271,g/g,,individual,raw,measurement,1,field,adult,12,4,NA,NA,12,NA,NA,NA,1999/2001,NA,NA,Enneapogon avenaceus
5001,Vesk_2004,Enneapogon avenaceus,212,leaf_dry_matter_content,0.317,g/g,,individual,raw,measurement,1,field,adult,12,5,NA,NA,12,NA,NA,NA,1999/2001,NA,NA,Enneapogon avenaceus
4990,Vesk_2004,Enneapogon avenaceus,208,leaf_mass_per_area,82.23684211,g/m2,,individual,raw,measurement,1,field,adult,12,1,NA,NA,12,NA,NA,NA,1999/2001,NA,NA,Enneapogon avenaceus
4993,Vesk_2004,Enneapogon avenaceus,209,leaf_mass_per_area,61.42506143,g/m2,,individual,raw,measurement,1,field,adult,12,2,NA,NA,12,NA,NA,NA,1999/2001,NA,NA,Enneapogon avenaceus
4996,Vesk_2004,Enneapogon avenaceus,210,leaf_mass_per_area,48.16955684,g/m2,,individual,raw,measurement,1,field,adult,12,3,NA,NA,12,NA,NA,NA,1999/2001,NA,NA,Enneapogon avenaceus
4999,Vesk_2004,Enneapogon avenaceus,211,leaf_mass_per_area,40.95004095,g/m2,,individual,raw,measurement,1,field,adult,12,4,NA,NA,12,NA,NA,NA,1999/2001,NA,NA,Enneapogon avenaceus
5002,Vesk_2004,Enneapogon avenaceus,212,leaf_mass_per_area,45.97701149,g/m2,,individual,raw,measurement,1,field,adult,12,5,NA,NA,12,NA,NA,NA,1999/2001,NA,NA,Enneapogon avenaceus
1714,GrassBase_2014,Enneapogon avenaceus,377,plant_height,0.07,m,,species,minimum,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Enneapogon avenaceus
1715,GrassBase_2014,Enneapogon avenaceus,377,plant_height,0.45,m,,species,maximum,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Enneapogon avenaceus
1818,Jurado_1991,Enneapogon avenaceus,186,plant_height,0.3,m,,species,maximum,measurement,NA,field,adult,NA,NA,NA,NA,1,NA,NA,NA,1987/1989,NA,NA,Enneapogon avenaceus
2449,Leishman_1992,Enneapogon avenaceus,208,plant_height,0.3,m,,species,maximum,measurement,NA,literature,adult,NA,NA,NA,NA,1,NA,NA,NA,1996/1996,NA,NA,Enneapogon avenaceus
3851,NHNSW_2014_2,Enneapogon avenaceus,2304,plant_height,0.167,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Enneapogon avenaceus
3852,NHNSW_2014_2,Enneapogon avenaceus,2304,plant_height,0.5,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Enneapogon avenaceus
2033,Kew_2019_1,Enneapogon avenaceus,4805,seed_dry_mass,0.9,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,1,NA,Moles_2003,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: oven dry; REFERENCE: Moles_2003,NA,Enneapogon avenaceus
2448,Leishman_1992,Enneapogon avenaceus,207,seed_dry_mass,0.579,mg,,population,mean,measurement,10,field,adult,1,NA,NA,NA,1,NA,NA,NA,1996/1996,NA,NA,Enneapogon avenaceus
2925,Metcalfe_2020_2,Enneapogon avenaceus,227,seed_dry_mass,1.1,mg,,species,mean,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,2020/2020,NA,NA,Enneapogon avenaceus
1716,GrassBase_2014,Enneapogon caerulescens,378,plant_height,0.1,m,,species,minimum,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Enneapogon caerulescens
1717,GrassBase_2014,Enneapogon caerulescens,378,plant_height,0.4,m,,species,maximum,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Enneapogon caerulescens
4558,SAH_2014,Enneapogon caerulescens,894,plant_height,0.4,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Enneapogon caerulescens
2034,Kew_2019_1,Enneapogon caerulescens,4806,seed_dry_mass,0.2932,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,1,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Enneapogon caerulescens
2035,Kew_2019_1,Enneapogon caerulescens,4807,seed_dry_mass,0.3264,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,2,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Enneapogon caerulescens
1482,Fonseca_2000,Enneapogon polyphyllus,534,leaf_area,43,mm2,,population,mean,measurement,5,field,adult,22,NA,NA,NA,22,NA,NA,NA,1996/1997,NA,NA,Enneapogon polyphyllus
1819,Jurado_1991,Enneapogon polyphyllus,191,leaf_area,220,mm2,,population,mean,measurement,unknown,field,adult,1,NA,NA,NA,1,NA,NA,NA,1987/1989,NA,NA,Enneapogon polyphyllus
2450,Leishman_1992,Enneapogon polyphyllus,211,leaf_area,220,mm2,,population,mean,measurement,10,field,adult,1,NA,NA,NA,1,NA,NA,NA,1996/1996,NA,NA,Enneapogon polyphyllus
1483,Fonseca_2000,Enneapogon polyphyllus,534,leaf_mass_per_area,144.9275362,g/m2,,population,mean,measurement,5,field,adult,22,NA,NA,NA,22,NA,NA,NA,1996/1997,NA,NA,Enneapogon polyphyllus
1783,Islam_1999_1,Enneapogon polyphyllus,9,leaf_N_per_dry_mass,5.5,mg/g,,population,mean,measurement,3,field,adult,1,NA,3,NA,1,NA,NA,1,1996-06,NA,NA,Enneapogon polyphyllus
1784,Islam_1999_1,Enneapogon polyphyllus,10,leaf_N_per_dry_mass,7.6,mg/g,,population,mean,measurement,3,field,adult,2,NA,3,NA,1,NA,NA,2,1996-08,NA,NA,Enneapogon polyphyllus
1718,GrassBase_2014,Enneapogon polyphyllus,387,plant_height,0.03,m,,species,minimum,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Enneapogon polyphyllus
1719,GrassBase_2014,Enneapogon polyphyllus,387,plant_height,0.48,m,,species,maximum,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Enneapogon polyphyllus
1821,Jurado_1991,Enneapogon polyphyllus,192,plant_height,0.45,m,,species,maximum,measurement,NA,field,adult,NA,NA,NA,NA,1,NA,NA,NA,1987/1989,NA,NA,Enneapogon polyphyllus
2452,Leishman_1992,Enneapogon polyphyllus,212,plant_height,0.45,m,,species,maximum,measurement,NA,literature,adult,NA,NA,NA,NA,1,NA,NA,NA,1996/1996,NA,NA,Enneapogon polyphyllus
3853,NHNSW_2014_2,Enneapogon polyphyllus,2310,plant_height,0.2,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Enneapogon polyphyllus
3854,NHNSW_2014_2,Enneapogon polyphyllus,2310,plant_height,0.6,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Enneapogon polyphyllus
4559,SAH_2014,Enneapogon polyphyllus,899,plant_height,0.48,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Enneapogon polyphyllus
1820,Jurado_1991,Enneapogon polyphyllus,191,seed_dry_mass,0.557,mg,,population,mean,measurement,20-Oct,field,adult,1,NA,NA,NA,1,NA,NA,NA,1987/1989,NA,NA,Enneapogon polyphyllus
2036,Kew_2019_1,Enneapogon polyphyllus,4821,seed_dry_mass,0.5084,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,1,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Enneapogon polyphyllus
2037,Kew_2019_1,Enneapogon polyphyllus,4822,seed_dry_mass,0.9484,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,2,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Enneapogon polyphyllus
